target_date,feature_date,final_flood_score,final_flood_score_log,flood_event_proxy,final_drought_score,final_drought_score_log,drought_event_proxy,feature_t_minus_1_ndvi,feature_t_minus_1_soil_moisture_pct,feature_t_minus_1_s1_moisture,feature_t_minus_1_s1_vv_db,feature_t_minus_1_s1_vh_db,feature_t_minus_1_precip_mm_7d,feature_t_minus_1_precip_mm_30d,feature_t_minus_1_river_level_m,feature_t_minus_1_river_discharge_m3s,feature_t_minus_1_river_discharge_max_m3s,feature_t_minus_1_flood_extent_km2,feature_t_minus_1_temp_max_c,feature_t_minus_1_drought_index,feature_t_minus_1_ndwi,feature_t_minus_1_soil_moisture_7d_delta,feature_t_minus_1_forecast_precip_24h_mm,feature_t_minus_1_week_of_year,feature_t_minus_1_soil_moisture_pct_z,feature_t_minus_1_soil_moisture_pct_seasonal,feature_t_minus_1_soil_moisture_pct_anomaly,feature_t_minus_1_soil_moisture_pct_anomaly_smooth,feature_t_minus_1_soil_moisture_pct_cumulative_effect,feature_t_minus_1_precip_mm_7d_z,feature_t_minus_1_precip_mm_7d_seasonal,feature_t_minus_1_precip_mm_7d_anomaly,feature_t_minus_1_precip_mm_7d_anomaly_smooth,feature_t_minus_1_precip_mm_7d_cumulative_effect,feature_t_minus_1_precip_mm_30d_z,feature_t_minus_1_precip_mm_30d_seasonal,feature_t_minus_1_precip_mm_30d_anomaly,feature_t_minus_1_precip_mm_30d_anomaly_smooth,feature_t_minus_1_precip_mm_30d_cumulative_effect,feature_t_minus_1_temp_max_c_z,feature_t_minus_1_temp_max_c_seasonal,feature_t_minus_1_temp_max_c_anomaly,feature_t_minus_1_temp_max_c_anomaly_smooth,feature_t_minus_1_temp_max_c_cumulative_effect,feature_t_minus_1_soil_moisture_7d_delta_z,feature_t_minus_1_soil_moisture_7d_delta_seasonal,feature_t_minus_1_soil_moisture_7d_delta_anomaly,feature_t_minus_1_soil_moisture_7d_delta_anomaly_smooth,feature_t_minus_1_soil_moisture_7d_delta_cumulative_effect,feature_t_minus_1_drought_index_z,feature_t_minus_1_drought_index_seasonal,feature_t_minus_1_drought_index_anomaly,feature_t_minus_1_drought_index_anomaly_smooth,feature_t_minus_1_drought_index_cumulative_effect,feature_t_minus_1_river_discharge_m3s_z,feature_t_minus_1_river_discharge_m3s_seasonal,feature_t_minus_1_river_discharge_m3s_anomaly,feature_t_minus_1_river_discharge_m3s_anomaly_smooth,feature_t_minus_1_river_discharge_m3s_cumulative_effect,feature_t_minus_1_river_discharge_max_m3s_z,feature_t_minus_1_river_discharge_max_m3s_seasonal,feature_t_minus_1_river_discharge_max_m3s_anomaly,feature_t_minus_1_river_discharge_max_m3s_anomaly_smooth,feature_t_minus_1_river_discharge_max_m3s_cumulative_effect,feature_t_minus_1_ndvi_minmax,feature_t_minus_1_ndvi_seasonal,feature_t_minus_1_ndvi_anomaly,feature_t_minus_1_ndwi_minmax,feature_t_minus_1_ndwi_seasonal,feature_t_minus_1_ndwi_anomaly,feature_t_minus_1_s1_moisture_minmax,feature_t_minus_1_s1_moisture_seasonal,feature_t_minus_1_s1_moisture_anomaly,feature_t_minus_1_s1_vv_db_minmax,feature_t_minus_1_s1_vv_db_seasonal,feature_t_minus_1_s1_vv_db_anomaly,feature_t_minus_1_s1_vh_db_minmax,feature_t_minus_1_s1_vh_db_seasonal,feature_t_minus_1_s1_vh_db_anomaly,feature_t_minus_1_flood_extent_km2_minmax,feature_t_minus_1_flood_extent_km2_seasonal,feature_t_minus_1_flood_extent_km2_anomaly
2025-03-02,2025-01-31,0.04939259651729608,0.04821151727826954,0,0.054149337493279825,0.05273412650885861,0,0.3053,36.3,0.7253,-6.8397,-13.4126,0.0,5.7,,,,0.0,18.0,0.45,-0.4032,1.5,0.0,5.0,1.0348,35.46,0.84,-1.1627,-9.9956,-0.6611,12.38,-12.38,7.0642,1.6044,-1.0957,39.86,-34.16,-0.7188,-28.7431,-0.6078,11.44,6.56,2.1249,9.7397,0.1486,1.26,0.24,0.7468,-6.4246,1.0613,0.229,0.221,0.0808,0.1262,,,,,,,,,,,0.3796,0.253,0.0523,0.3623,-0.2798,-0.1234,0.1253,0.7444,-0.0191,0.1239,-6.3478,-0.4919,0.2681,-13.1256,-0.287,,0.0,0.0
2025-04-01,2025-03-02,0.1407873547609156,0.13171868608009624,0,0.0,0.0,0,0.2883,38.0,0.7256,-6.8538,-14.0592,7.5,25.6,,,,0.0,10.5,0.234,-0.284,3.9,0.0,9.0,1.2172,34.0,4.0,0.128,-8.6682,-0.2767,9.5,-2.0,4.7981,6.2099,-0.562,38.36,-12.76,-3.7291,-29.023,-1.4325,14.78,-4.28,0.5237,9.0946,0.5292,4.18,-0.28,0.4901,-5.1635,-0.0488,0.2058,0.0282,0.0676,0.1787,,,,,,,,,,,0.3467,0.2604,0.0279,0.5971,-0.3135,0.0295,0.1281,0.7549,-0.0293,0.1191,-6.0451,-0.8087,0.0,-12.825,-1.2342,,0.0,0.0
2025-05-01,2025-04-01,0.0,0.0,0,0.10156572012457939,0.09673254968793919,0,0.3134,42.8,0.7353,-6.6175,-12.9198,53.6,68.1,,,,0.0,17.0,0.061,-0.3808,12.8,0.0,14.0,1.7321,30.7,12.1,3.121,-4.507,2.0857,25.94,27.66,10.5136,15.9783,0.5778,46.7,21.4,2.5532,-22.9871,-0.7178,22.04,-5.04,-0.8672,7.136,1.9405,2.22,10.58,3.0126,-1.5313,-0.9379,0.18,-0.119,0.021,0.1782,,,,,,,,,,,0.3953,0.3114,0.002,0.4064,-0.3608,-0.02,0.2168,0.7381,-0.0028,0.2004,-6.5294,-0.0881,0.4725,-12.8909,-0.0289,,0.0,0.0
2025-05-31,2025-05-01,0.22572579856036026,0.20353315716530856,0,0.06871479666714342,0.0664568019353621,0,0.4898,23.6,0.7116,-7.1999,-14.0319,1.1,44.4,,,,0.0,23.1,0.114,-0.4674,-9.9,0.0,18.0,-0.3277,24.825,-1.225,2.0345,-1.9316,-0.6047,5.775,-4.675,6.7165,20.7774,-0.0578,55.425,-11.025,-0.8414,-21.07,-0.047,22.425,0.675,-0.4817,5.798,-1.6591,-5.525,-4.375,1.1657,-0.1818,-0.6655,0.1067,0.0073,0.0176,0.1745,,,,,,,,,,,0.7366,0.4783,0.0116,0.2358,-0.4647,-0.0027,0.0,0.7287,-0.0171,0.0,-6.7629,-0.437,0.0113,-13.3516,-0.6803,,0.0,0.0
2025-06-30,2025-05-31,0.004900873354736867,0.004888903168563953,0,0.3739836030057216,0.31771425996309927,0,0.5317,35.7,0.7695,-5.7403,-12.4676,64.8,98.3,,,,0.0,21.6,0.0,-0.5036,6.1,0.0,22.0,0.9704,31.62,4.08,2.5459,0.8461,2.6597,25.32,39.48,14.9073,33.1914,1.3877,67.84,30.46,6.984,-11.5576,-0.2119,25.2,-3.6,-1.2613,3.841,0.8781,3.7,2.4,1.4743,1.3143,-1.2514,0.0752,-0.0752,-0.0056,0.1479,,,,,,,,,,,0.8177,0.5618,-0.0301,0.1645,-0.5268,0.0232,0.5297,0.7649,0.0046,0.5022,-5.852,0.1117,0.66,-12.5912,0.1236,,0.0,0.0
2025-07-30,2025-06-30,0.07266889795948402,0.07014984003616816,0,0.13077919210551078,0.12290694562936136,0,0.5446,14.4,0.7484,-6.2677,-13.249,2.1,4.7,,,,0.0,35.2,0.603,-0.5339,2.4,0.0,27.0,-1.3147,20.55,-6.15,0.3719,1.1164,-0.5535,9.9,-7.8,9.2305,38.439,-1.1225,50.5333,-45.8333,-6.2203,-16.391,1.2836,33.7167,1.4833,-0.5751,2.8049,0.2913,0.65,1.75,1.5432,2.6998,1.8476,0.3043,0.2987,0.0705,0.2007,,,,,,,,,,,0.8427,0.5589,-0.0143,0.1048,-0.5369,0.003,0.3367,0.7537,-0.0053,0.3207,-6.1357,-0.132,0.336,-12.7712,-0.4778,,0.0,0.0
2025-08-29,2025-07-30,0.03919764067466858,0.03844891604321958,0,0.13330819706068264,0.1251409636439434,0,0.4471,16.1,0.7515,-6.1912,-12.7916,2.0,12.5,,,,0.0,38.0,0.5,-0.4638,5.6,0.0,31.0,-1.1323,14.84,1.26,0.5939,1.5764,-0.5586,2.0,0.0,6.9229,40.7492,-0.9133,12.86,-0.36,-4.7553,-19.1794,1.5915,36.64,1.36,-0.0913,2.377,0.7988,-0.74,6.34,2.7424,5.1182,1.3183,0.5078,-0.0078,0.0509,0.2275,,,,,,,,,,,0.654,0.4876,-0.0405,0.2429,-0.4898,0.026,0.3651,0.7456,0.0059,0.3471,-6.3435,0.1523,0.5257,-12.7606,-0.031,,0.0,0.0
2025-09-28,2025-08-29,0.01489206397572627,0.014782265928540626,0,0.1716829662066779,0.15844114791170555,0,0.4046,13.3,0.7329,-6.623,-13.5298,2.9,12.9,,,,0.0,30.6,0.542,-0.4332,-6.6,0.0,35.0,-1.4327,15.28,-1.98,-0.0496,1.3376,-0.5125,3.42,-0.52,5.0622,40.9215,-0.9026,20.14,-7.24,-5.3764,-22.2543,0.7778,33.46,-2.86,-0.7835,1.3083,-1.1358,-2.0,-4.6,0.9068,5.4108,1.5341,0.4424,0.0996,0.0631,0.2633,,,,,,,,,,,0.5718,0.4357,-0.0311,0.3032,-0.4574,0.0242,0.1949,0.7341,-0.0012,0.1985,-6.6162,-0.0068,0.2195,-13.0929,-0.4369,,0.0,0.0
2025-10-28,2025-09-28,0.3348183265647448,0.2887951976215845,1,0.0,0.0,0,0.4027,15.1,0.7185,-7.0274,-13.5705,6.8,24.1,,,,0.0,28.2,0.399,-0.4423,7.1,0.0,39.0,-1.2396,18.88,-3.78,-0.9822,0.1949,-0.3126,3.06,3.74,4.7316,40.7425,-0.6022,33.96,-9.86,-6.4973,-26.081,0.5139,30.6,-2.4,-1.1876,-0.0363,1.0366,1.4,5.7,2.1051,6.8666,0.7992,0.2968,0.1022,0.0728,0.3045,,,,,,,,,,,0.5681,0.4179,-0.0152,0.2853,-0.4428,0.0005,0.0631,0.726,-0.0075,0.0594,-6.8342,-0.1932,0.2027,-13.4194,-0.1511,,0.0,0.0
2025-11-27,2025-10-28,0.041190864850350575,0.040365120425514836,0,0.07161233854509265,0.069164372755188,0,0.4283,39.0,0.7673,-5.6573,-13.0949,20.2,173.4,,,,0.0,22.1,0.01,-0.4651,5.1,0.0,44.0,1.3245,24.96,14.04,2.7734,2.9449,0.3741,5.86,14.34,7.1337,42.9871,3.4017,67.38,106.02,21.632,-1.3193,-0.1569,23.06,-0.96,-1.1307,-1.1626,0.7195,-1.14,6.24,3.1388,9.1814,-1.2,0.2892,-0.2792,-0.0152,0.2528,,,,,,,,,,,0.6176,0.4244,0.0039,0.2403,-0.4605,-0.0046,0.5096,0.7407,0.0266,0.5308,-6.4394,0.7821,0.3999,-13.1498,0.0549,,0.0,0.0
2025-12-27,2025-11-27,0.008966208442705478,0.008926250664683747,0,0.08245459445486471,0.07923123493845109,0,0.3776,41.5,0.7609,-5.8967,-12.7885,11.7,56.2,,,,0.0,18.0,0.032,-0.4171,0.6,0.0,48.0,1.5927,31.96,9.54,4.465,7.0565,-0.0615,21.36,-9.66,2.9353,40.764,0.2586,49.52,6.68,17.894,16.733,-0.6078,16.74,1.26,-0.533,-1.5561,0.0059,1.04,-0.44,2.2441,10.3238,-1.0869,0.1976,-0.1656,-0.0528,0.1696,,,,,,,,,,,0.5195,0.3606,0.017,0.3349,-0.4279,0.0108,0.4511,0.7583,0.0026,0.4484,-5.985,0.0883,0.527,-12.737,-0.0515,,0.0,0.0
2026-01-31,2025-12-27,0.6242581368093145,0.48505118034533945,1,0.4432982711516564,0.366930960546595,0,0.3785,39.8,0.77,-5.6458,-13.0551,30.2,51.4,,,,0.0,6.8,0.032,-0.4443,3.5,0.0,52.0,1.4103,35.6,4.2,4.3988,10.6085,0.8866,27.74,2.46,2.8165,38.6888,0.1299,70.68,-19.28,8.6005,23.3255,-1.8394,11.76,-4.96,-1.6398,-3.0092,0.4658,0.82,2.68,2.3531,11.438,-1.0869,0.093,-0.061,-0.0548,0.0945,,,,,,,,,,,0.5213,0.3275,0.051,0.2813,-0.4022,-0.0421,0.5343,0.7804,-0.0104,0.5347,-5.4007,-0.2451,0.4164,-12.3916,-0.6635,,0.0,0.0
2026-03-02,2026-01-31,0.42180143274983595,0.35192468221412765,1,0.19935010859485547,0.1817798339176559,0,0.1091,39.5,0.769,-5.6737,-12.8073,20.9,55.7,,,,0.0,12.4,0.152,-0.0795,2.0,0.0,5.0,1.3781,35.46,4.04,4.3091,13.6446,0.41,12.38,8.52,4.2423,38.2884,0.2452,39.86,15.84,10.4104,30.9369,-1.2236,11.44,0.96,-0.9898,-3.6379,0.2279,1.26,0.74,1.9498,12.0152,-0.4702,0.229,-0.077,-0.0604,0.0227,,,,,,,,,,,0.0,0.253,-0.1439,1.0,-0.2798,0.2003,0.5252,0.7444,0.0246,0.5251,-6.3478,0.6741,0.5192,-13.1256,0.3183,,0.0,0.0
2026-04-01,2026-03-02,,,0,,,0,0.199,36.8,0.7966,-4.845,-11.951,2.2,77.0,,,,0.0,11.4,0.112,-0.2525,-3.1,0.0,10.0,1.0885,34.0,2.8,3.9318,15.9391,-0.5483,9.5,-7.3,1.3568,35.0506,0.8165,38.36,38.64,17.4678,44.6923,-1.3336,14.78,-3.38,-1.5874,-4.7887,-0.5808,4.18,-7.28,-0.3576,10.2158,-0.6758,0.2058,-0.0938,-0.0687,-0.0487,,,,,,,,,,,0.174,0.2604,-0.0614,0.6592,-0.3135,0.061,0.7777,0.7549,0.0417,0.8102,-6.0451,1.2001,0.8743,-12.825,0.874,,0.0,0.0
