aoi_name,start_date,end_date,ndvi,ndwi,s1_moisture,s1_vv_db,s1_vh_db,soil_moisture_pct,soil_moisture_7d_delta,precip_mm_7d,precip_mm_30d,forecast_precip_24h_mm,temp_max_c,river_level_m,flood_extent_km2,drought_index,data_timestamp,source,week_of_year,season,threshold_flood_score,threshold_drought_score,flood_risk_level,drought_risk_level,flood_risk_label,drought_risk_label,flood_watch_count,flood_warning_count,drought_watch_count,drought_warning_count,alert_confidence
yambol_elhovo,2024-10-27,2024-11-26,0.4092,-0.4742,0.6809,-7.9761,-15.3466,40.1,1.3,18.9,33.9,0.0,17.1,,0.0,0.087,2024-11-26T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,48,autumn,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
yambol_elhovo,2024-11-26,2024-12-26,0.426,-0.5014,0.6082,-9.7958,-17.4194,50.1,5.8,63.7,114.1,0.0,12.9,,0.0,0.011,2024-12-26T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,52,winter,1.0,0.0,1,0,LOW_RISK,SAFE,1,0,0,0,0.9
yambol_elhovo,2025-01-01,2025-01-31,0.3731,-0.3904,0.5884,-10.291,-17.7767,45.9,-3.7,0.3,44.1,0.0,17.8,,0.0,0.034,2025-01-31T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,5,winter,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
yambol_elhovo,2025-01-31,2025-03-02,0.4406,-0.342,0.6291,-9.2721,-16.8959,44.7,-1.0,5.7,46.2,0.0,12.1,,0.0,0.004,2025-03-02T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,9,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
yambol_elhovo,2025-03-02,2025-04-01,0.4689,-0.4991,0.5697,-10.7569,-17.1628,40.7,16.4,23.3,55.6,0.0,22.5,,0.0,0.0,2025-04-01T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,14,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
yambol_elhovo,2025-04-01,2025-05-01,0.6098,-0.5624,0.5483,-11.2921,-17.5476,20.2,-2.6,4.7,44.3,0.0,23.1,,0.0,0.148,2025-05-01T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,18,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
yambol_elhovo,2025-05-01,2025-05-31,0.6942,-0.6251,0.6194,-9.5141,-15.8615,34.4,2.7,52.8,113.8,0.0,22.6,,0.0,0.006,2025-05-31T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,22,spring,1.0,0.0,1,0,LOW_RISK,SAFE,1,0,0,0,0.9
yambol_elhovo,2025-05-31,2025-06-30,0.6523,-0.6189,0.5867,-10.3314,-16.9665,19.2,-1.6,2.1,4.0,0.0,38.0,,0.0,0.563,2025-06-30T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,27,summer,0.0,5.0,0,3,SAFE,HIGH_RISK,0,0,3,1,0.9
yambol_elhovo,2025-06-30,2025-07-30,0.4439,-0.5093,0.5718,-10.7053,-17.5143,20.4,0.3,0.5,4.1,0.0,38.0,,0.0,0.553,2025-07-30T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,31,summer,0.0,4.0,0,3,SAFE,HIGH_RISK,0,0,2,1,0.9
yambol_elhovo,2025-07-30,2025-08-29,0.3671,-0.4511,0.5541,-11.1466,-19.0539,19.7,1.4,2.4,9.4,0.0,31.4,,0.0,0.534,2025-08-29T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,35,summer,0.0,2.0,0,2,SAFE,MODERATE_RISK,0,0,2,0,0.9
yambol_elhovo,2025-08-29,2025-09-28,0.3685,-0.4394,0.5453,-11.3666,-18.9291,21.7,1.1,0.4,5.9,0.0,27.4,,0.0,0.553,2025-09-28T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,39,autumn,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
yambol_elhovo,2025-09-28,2025-10-28,0.3796,-0.4215,0.562,-10.95,-19.0034,47.6,6.7,23.9,127.2,0.0,22.0,,0.0,0.031,2025-10-28T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,44,autumn,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
yambol_elhovo,2025-10-28,2025-11-27,0.4274,-0.4399,0.6148,-9.6289,-16.8768,45.4,1.4,4.8,32.6,0.0,21.2,,0.0,0.093,2025-11-27T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,48,autumn,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
yambol_elhovo,2025-11-27,2025-12-27,0.5171,-0.5085,0.6348,-9.1312,-16.2122,47.8,2.0,14.7,46.6,0.0,10.9,,0.0,0.0,2025-12-27T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,52,winter,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
yambol_elhovo,2026-01-01,2026-01-31,0.5051,-0.5188,0.6409,-8.9786,-16.411,48.3,-0.5,47.0,83.4,0.0,15.9,,0.0,0.0,2026-01-31T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,5,winter,1.0,0.0,1,0,LOW_RISK,SAFE,1,0,0,0,0.9
yambol_elhovo,2026-01-31,2026-03-02,0.5307,-0.5481,0.6509,-8.7281,-16.1682,45.2,-0.9,7.0,127.5,0.0,15.4,,0.0,0.0,2026-03-02T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,10,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
yambol_elhovo,2026-03-02,2026-04-01,0.516,-0.5369,0.6324,-9.19,-15.539,51.0,7.0,41.6,57.9,0.0,16.6,,0.0,0.0,2026-04-01T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,14,spring,1.0,0.0,1,0,LOW_RISK,SAFE,1,0,0,0,0.9
maritsa_plovdiv,2023-04-27,2023-05-27,0.5491,-0.5313,0.7245,-6.7933,-14.1032,26.0,-2.1,14.1,64.3,0.0,24.8,,0.0,0.09,2023-05-27T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,21,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_plovdiv,2023-05-27,2023-06-26,0.5293,-0.5196,0.6735,-8.1306,-15.3016,19.7,-9.1,13.7,71.3,0.0,31.9,,0.0,0.153,2023-06-26T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,26,summer,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
maritsa_plovdiv,2023-06-26,2023-07-26,0.4854,-0.5005,0.6525,-8.6692,-15.494,12.7,-0.6,0.0,7.5,0.0,41.2,,0.0,0.589,2023-07-26T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,30,summer,0.0,5.0,0,3,SAFE,HIGH_RISK,0,0,3,1,0.9
maritsa_plovdiv,2023-07-26,2023-08-25,0.3982,-0.4516,0.6267,-9.3111,-16.2119,14.0,0.3,2.3,9.2,0.0,36.2,,0.0,0.58,2023-08-25T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,34,summer,0.0,3.0,0,2,SAFE,MODERATE_RISK,0,0,3,0,0.9
maritsa_plovdiv,2023-08-25,2023-09-24,0.3851,-0.4388,0.6227,-9.4142,-16.6521,20.3,-7.9,0.6,20.8,0.0,31.9,,0.0,0.392,2023-09-24T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,38,autumn,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_plovdiv,2023-09-24,2023-10-24,0.3527,-0.4294,0.6116,-9.6932,-17.2816,18.9,-2.6,0.8,11.2,0.0,26.4,,0.0,0.528,2023-10-24T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,43,autumn,0.0,2.0,0,2,SAFE,MODERATE_RISK,0,0,2,0,0.9
maritsa_plovdiv,2023-10-24,2023-11-23,0.3255,-0.429,0.6422,-8.9152,-17.0009,33.3,4.8,9.8,32.0,0.0,16.9,,0.0,0.162,2023-11-23T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,47,autumn,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_plovdiv,2023-11-23,2023-12-23,0.3229,-0.4133,0.7045,-7.3603,-15.6867,35.8,-5.6,0.1,94.2,0.0,12.4,,0.0,0.056,2023-12-23T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,51,winter,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_plovdiv,2024-01-01,2024-01-31,0.2933,-0.3139,0.7197,-6.9804,-15.4763,31.2,-4.2,1.0,45.0,0.0,11.6,,0.0,0.108,2024-01-31T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,5,winter,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_plovdiv,2024-01-31,2024-03-01,0.3298,-0.4042,0.6165,-9.5648,-17.373,30.9,4.9,6.1,21.7,0.0,18.6,,0.0,0.3,2024-03-01T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,9,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_plovdiv,2024-03-01,2024-03-31,0.4571,-0.4867,0.6188,-9.5102,-16.987,19.3,-6.7,4.2,35.7,0.0,24.5,,0.0,0.205,2024-03-31T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,13,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_plovdiv,2024-03-31,2024-04-30,0.5263,-0.5283,0.6137,-9.6356,-16.9096,28.7,-7.0,11.6,47.7,0.0,22.2,,0.0,0.063,2024-04-30T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,18,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_plovdiv,2024-04-30,2024-05-30,0.6151,-0.5632,0.7091,-7.2423,-14.3033,20.9,-9.5,1.8,82.3,0.0,25.9,,0.0,0.141,2024-05-30T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,22,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_plovdiv,2024-05-30,2024-06-29,0.5055,-0.5158,0.6546,-8.6214,-15.4824,15.1,1.1,13.7,43.0,0.0,33.7,,0.0,0.199,2024-06-29T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,26,summer,0.0,2.0,0,2,SAFE,MODERATE_RISK,0,0,2,0,0.9
maritsa_plovdiv,2024-06-29,2024-07-29,0.3946,-0.4541,0.6413,-8.9484,-16.1669,14.7,-3.7,7.1,16.2,0.0,36.3,,0.0,0.495,2024-07-29T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,31,summer,0.0,2.0,0,2,SAFE,MODERATE_RISK,0,0,2,0,0.9
maritsa_plovdiv,2024-07-29,2024-08-28,0.3595,-0.4319,0.6214,-9.4298,-16.6059,15.0,-11.7,0.1,1.5,0.0,34.5,,0.0,0.673,2024-08-28T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,35,summer,0.0,5.0,0,3,SAFE,HIGH_RISK,0,0,3,1,0.9
maritsa_plovdiv,2024-08-28,2024-09-27,0.334,-0.419,0.6146,-9.6144,-17.1336,13.4,-7.2,0.0,36.2,0.0,30.7,,0.0,0.31,2024-09-27T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,39,autumn,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
maritsa_plovdiv,2024-09-27,2024-10-27,0.3043,-0.4027,0.5978,-10.0343,-17.9267,13.7,1.1,0.0,19.8,0.0,22.0,,0.0,0.505,2024-10-27T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,43,autumn,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
maritsa_plovdiv,2024-10-27,2024-11-26,0.2362,-0.365,0.5987,-10.0114,-18.1226,25.5,2.0,5.2,13.3,0.0,11.9,,0.0,0.49,2024-11-26T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,48,autumn,0.0,2.0,0,2,SAFE,MODERATE_RISK,0,0,2,0,0.9
maritsa_plovdiv,2024-11-26,2024-12-26,0.2231,-0.3526,0.7655,-5.7055,-13.6574,41.5,5.8,58.7,132.6,0.0,8.5,,0.0,0.101,2024-12-26T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,52,winter,1.0,0.0,1,0,LOW_RISK,SAFE,1,0,0,0,0.9
maritsa_plovdiv,2025-01-01,2025-01-31,0.2233,-0.2815,0.633,-9.1508,-17.5271,29.8,-7.0,0.0,21.0,0.0,16.2,,0.0,0.367,2025-01-31T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,5,winter,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_plovdiv,2025-01-31,2025-03-02,0.257,-0.3553,0.6008,-9.9596,-18.3467,39.0,4.4,6.0,23.1,0.0,12.6,,0.0,0.276,2025-03-02T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,9,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_plovdiv,2025-03-02,2025-04-01,0.3316,-0.4181,0.7178,-6.9994,-14.6855,42.2,4.4,37.5,48.5,0.0,20.8,,0.0,0.053,2025-04-01T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,14,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_plovdiv,2025-04-01,2025-05-01,0.5268,-0.5171,0.586,-10.3356,-17.9497,9.3,-13.9,4.5,62.2,0.0,23.9,,0.0,0.257,2025-05-01T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,18,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_plovdiv,2025-05-01,2025-05-31,0.6141,-0.5834,0.6964,-7.5609,-14.6061,15.2,-3.1,33.9,119.2,0.0,23.8,,0.0,0.198,2025-05-31T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,22,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_plovdiv,2025-05-31,2025-06-30,0.5302,-0.536,0.6557,-8.5871,-15.763,12.0,2.2,1.3,1.6,0.0,37.8,,0.0,0.662,2025-06-30T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,27,summer,0.0,5.0,0,3,SAFE,HIGH_RISK,0,0,3,1,0.9
maritsa_plovdiv,2025-06-30,2025-07-30,0.4187,-0.4696,0.6476,-8.7913,-15.916,8.4,-0.9,0.0,0.8,0.0,38.8,,0.0,0.721,2025-07-30T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,31,summer,0.0,9.0,0,4,SAFE,VERY_HIGH_RISK,0,0,3,3,0.9
maritsa_plovdiv,2025-07-30,2025-08-29,0.4026,-0.4542,0.6234,-9.3949,-16.6087,9.4,-7.0,0.0,36.3,0.0,30.6,,0.0,0.319,2025-08-29T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,35,summer,0.0,3.0,0,2,SAFE,MODERATE_RISK,0,0,1,1,0.9
maritsa_plovdiv,2025-08-29,2025-09-28,0.379,-0.4503,0.6111,-9.6999,-17.1101,11.1,1.1,0.0,15.9,0.0,29.1,,0.0,0.542,2025-09-28T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,39,autumn,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
maritsa_plovdiv,2025-09-28,2025-10-28,0.3857,-0.4362,0.6939,-7.6243,-15.3581,35.7,4.4,11.2,160.6,0.0,21.0,,0.0,0.029,2025-10-28T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,44,autumn,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_plovdiv,2025-10-28,2025-11-27,0.4277,-0.4609,0.6464,-8.8183,-16.5241,38.2,-0.6,9.7,26.2,0.0,20.6,,0.0,0.165,2025-11-27T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,48,autumn,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_plovdiv,2025-11-27,2025-12-27,0.4595,-0.471,0.7198,-6.9667,-14.9205,40.2,2.6,66.5,103.8,0.0,9.6,,0.0,0.0,2025-12-27T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,52,winter,1.0,0.0,1,0,LOW_RISK,SAFE,1,0,0,0,0.9
maritsa_plovdiv,2026-01-01,2026-01-31,0.4103,-0.4355,0.6753,-8.0808,-16.2079,39.8,5.5,33.8,48.3,0.0,12.1,,0.0,0.018,2026-01-31T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,5,winter,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_plovdiv,2026-03-02,2026-04-01,0.4118,-0.4522,0.6413,-8.9393,-16.5232,38.1,9.5,35.7,54.5,0.0,16.2,,0.0,0.017,2026-04-01T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,14,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_harmanli_svilengrad,2023-04-27,2023-05-27,0.6469,-0.5749,0.6382,-9.0461,-15.7229,37.0,10.3,30.3,72.3,0.0,23.9,,0.0,0.0,2023-05-27T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,21,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_harmanli_svilengrad,2023-05-27,2023-06-26,0.687,-0.6466,0.6168,-9.5807,-15.6071,21.5,0.2,3.8,46.3,0.0,32.7,,0.0,0.135,2023-06-26T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,26,summer,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_harmanli_svilengrad,2023-06-26,2023-07-26,0.5485,-0.5513,0.6047,-9.8837,-16.4141,13.9,-0.9,0.0,13.3,0.0,39.6,,0.0,0.511,2023-07-26T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,30,summer,0.0,5.0,0,3,SAFE,HIGH_RISK,0,0,3,1,0.9
maritsa_harmanli_svilengrad,2023-07-26,2023-08-25,0.475,-0.518,0.5744,-10.6407,-16.7894,12.7,-0.6,0.2,8.0,0.0,37.0,,0.0,0.583,2023-08-25T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,34,summer,0.0,3.0,0,2,SAFE,MODERATE_RISK,0,0,3,0,0.9
maritsa_harmanli_svilengrad,2023-08-25,2023-09-24,0.4283,-0.4965,0.5738,-10.655,-17.2957,13.4,-0.5,0.7,12.1,0.0,34.0,,0.0,0.54,2023-09-24T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,38,autumn,0.0,3.0,0,2,SAFE,MODERATE_RISK,0,0,3,0,0.9
maritsa_harmanli_svilengrad,2023-09-24,2023-10-24,0.4062,-0.4989,0.5533,-11.1665,-17.6245,17.9,-0.6,4.2,15.6,0.0,29.0,,0.0,0.465,2023-10-24T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,43,autumn,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
maritsa_harmanli_svilengrad,2023-10-24,2023-11-23,0.4003,-0.4938,0.6141,-9.6463,-17.0409,29.3,2.7,13.2,37.2,0.0,18.5,,0.0,0.111,2023-11-23T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,47,autumn,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_harmanli_svilengrad,2023-11-23,2023-12-23,0.3528,-0.3967,0.6144,-9.6401,-16.3083,31.8,-7.0,0.9,85.1,0.0,12.1,,0.0,0.075,2023-12-23T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,51,winter,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_harmanli_svilengrad,2024-01-01,2024-01-31,0.3923,-0.4853,0.5832,-10.419,-17.1399,28.5,-1.5,1.3,30.7,0.0,12.3,,0.0,0.195,2024-01-31T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,5,winter,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_harmanli_svilengrad,2024-01-31,2024-03-01,0.3972,-0.4828,0.5652,-10.8696,-16.9939,19.8,-1.8,0.6,23.9,0.0,19.6,,0.0,0.357,2024-03-01T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,9,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_harmanli_svilengrad,2024-03-01,2024-03-31,0.4702,-0.483,0.5826,-10.4348,-16.4091,18.9,-4.7,7.3,61.7,0.0,27.0,,0.0,0.161,2024-03-31T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,13,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_harmanli_svilengrad,2024-03-31,2024-04-30,0.5853,-0.5695,0.6149,-9.6273,-15.9468,40.2,6.9,71.3,119.6,0.0,23.4,,0.0,0.0,2024-04-30T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,18,spring,1.0,0.0,1,0,LOW_RISK,SAFE,1,0,0,0,0.9
maritsa_harmanli_svilengrad,2024-04-30,2024-05-30,0.6884,-0.6369,0.6233,-9.4176,-15.5925,17.0,-6.8,2.1,70.0,0.0,26.6,,0.0,0.18,2024-05-30T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,22,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_harmanli_svilengrad,2024-05-30,2024-06-29,0.5458,-0.5594,0.5914,-10.2142,-16.6931,13.4,0.2,0.0,10.2,0.0,35.1,,0.0,0.551,2024-06-29T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,26,summer,0.0,3.0,0,2,SAFE,MODERATE_RISK,0,0,3,0,0.9
maritsa_harmanli_svilengrad,2024-06-29,2024-07-29,0.4287,-0.4821,0.5819,-10.4515,-16.6996,14.5,-6.5,2.2,31.4,0.0,38.0,,0.0,0.311,2024-07-29T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,31,summer,0.0,2.0,0,2,SAFE,MODERATE_RISK,0,0,2,0,0.9
maritsa_harmanli_svilengrad,2024-07-29,2024-08-28,0.3777,-0.4545,0.5579,-11.0536,-17.3807,15.5,-5.8,0.9,11.4,0.0,35.4,,0.0,0.549,2024-08-28T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,35,summer,0.0,3.0,0,2,SAFE,MODERATE_RISK,0,0,3,0,0.9
maritsa_harmanli_svilengrad,2024-08-28,2024-09-27,0.3681,-0.438,0.5718,-10.7052,-17.2808,14.9,-5.2,0.0,42.0,0.0,29.4,,0.0,0.237,2024-09-27T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,39,autumn,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
maritsa_harmanli_svilengrad,2024-09-27,2024-10-27,0.4608,-0.5015,0.5408,-11.4812,-18.1633,14.4,-3.4,0.0,32.7,0.0,21.0,,0.0,0.288,2024-10-27T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,43,autumn,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
maritsa_harmanli_svilengrad,2024-10-27,2024-11-26,0.4104,-0.488,0.5729,-10.6774,-17.3971,30.6,2.2,15.7,32.4,0.0,17.3,,0.0,0.147,2024-11-26T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,48,autumn,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_harmanli_svilengrad,2024-11-26,2024-12-26,0.4114,-0.5044,0.6607,-8.4815,-14.8598,42.1,4.1,61.9,127.4,0.0,14.8,,0.0,0.017,2024-12-26T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,52,winter,1.0,0.0,1,0,LOW_RISK,SAFE,1,0,0,0,0.9
maritsa_harmanli_svilengrad,2025-01-01,2025-01-31,0.3557,-0.381,0.5834,-10.4141,-17.0327,32.3,-8.5,0.5,39.6,0.0,17.8,,0.0,0.073,2025-01-31T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,5,winter,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_harmanli_svilengrad,2025-01-31,2025-03-02,0.3791,-0.4152,0.5682,-10.7956,-17.7627,34.3,-2.6,5.6,30.6,0.0,13.4,,0.0,0.144,2025-03-02T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,9,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_harmanli_svilengrad,2025-03-02,2025-04-01,0.4397,-0.4978,0.6135,-9.6636,-15.6787,37.1,4.2,19.6,54.2,0.0,22.4,,0.0,0.005,2025-04-01T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,14,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_harmanli_svilengrad,2025-04-01,2025-05-01,0.5944,-0.5635,0.5444,-11.3888,-17.4341,23.5,-0.6,19.4,64.0,0.0,23.0,,0.0,0.115,2025-05-01T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,18,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_harmanli_svilengrad,2025-05-01,2025-05-31,0.6669,-0.6144,0.6146,-9.635,-15.5678,24.8,10.1,28.5,81.0,0.0,24.0,,0.0,0.102,2025-05-31T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,22,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_harmanli_svilengrad,2025-05-31,2025-06-30,0.5976,-0.5919,0.5863,-10.3437,-16.58,16.4,3.6,3.6,4.8,0.0,37.1,,0.0,0.582,2025-06-30T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,27,summer,0.0,3.0,0,2,SAFE,MODERATE_RISK,0,0,3,0,0.9
maritsa_harmanli_svilengrad,2025-06-30,2025-07-30,0.4335,-0.5022,0.5653,-10.8672,-17.2312,12.6,1.0,0.2,1.5,0.0,38.3,,0.0,0.664,2025-07-30T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,31,summer,0.0,7.0,0,4,SAFE,VERY_HIGH_RISK,0,0,3,2,0.9
maritsa_harmanli_svilengrad,2025-07-30,2025-08-29,0.4047,-0.4699,0.5589,-11.0286,-17.562,14.4,-3.6,0.3,28.3,0.0,31.2,,0.0,0.358,2025-08-29T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,35,summer,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
maritsa_harmanli_svilengrad,2025-08-29,2025-09-28,0.4207,-0.4834,0.5399,-11.503,-18.1435,12.6,-0.5,0.7,6.4,0.0,28.6,,0.0,0.615,2025-09-28T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,39,autumn,0.0,2.0,0,2,SAFE,MODERATE_RISK,0,0,2,0,0.9
maritsa_harmanli_svilengrad,2025-09-28,2025-10-28,0.4448,-0.4858,0.6475,-8.8134,-15.2742,36.9,3.1,15.5,136.4,0.0,23.0,,0.0,0.002,2025-10-28T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,44,autumn,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_harmanli_svilengrad,2025-10-28,2025-11-27,0.4928,-0.5026,0.603,-9.9262,-16.3675,38.9,0.2,31.9,74.5,0.0,21.8,,0.0,0.0,2025-11-27T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,48,autumn,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
maritsa_harmanli_svilengrad,2025-11-27,2025-12-27,0.5136,-0.5235,0.6251,-9.3735,-15.9479,40.3,1.1,26.9,44.3,0.0,10.4,,0.0,0.0,2025-12-27T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,52,winter,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
