aoi_name,start_date,end_date,ndvi,ndwi,s1_moisture,s1_vv_db,s1_vh_db,soil_moisture_pct,soil_moisture_7d_delta,precip_mm_7d,precip_mm_30d,forecast_precip_24h_mm,temp_max_c,river_level_m,flood_extent_km2,drought_index,data_timestamp,source,week_of_year,season,threshold_flood_score,threshold_drought_score,flood_risk_level,drought_risk_level,flood_risk_label,drought_risk_label,flood_watch_count,flood_warning_count,drought_watch_count,drought_warning_count,alert_confidence
silistra_dobrudzha,2023-05-27,2023-06-26,0.653,-0.6148,0.6417,-8.9587,-16.1368,23.1,-1.1,11.6,35.9,0.0,33.5,,0.0,0.165,2023-06-26T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,26,summer,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
silistra_dobrudzha,2023-06-26,2023-07-26,0.5887,-0.5776,0.6047,-9.8832,-16.4265,15.1,0.0,9.4,27.4,0.0,39.1,,0.0,0.341,2023-07-26T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,30,summer,0.0,4.0,0,3,SAFE,HIGH_RISK,0,0,2,1,0.9
silistra_dobrudzha,2023-07-26,2023-08-25,0.4918,-0.5018,0.5956,-10.1105,-17.1406,14.0,-0.6,0.1,33.5,0.0,35.2,,0.0,0.283,2023-08-25T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,34,summer,0.0,2.0,0,2,SAFE,MODERATE_RISK,0,0,2,0,0.9
silistra_dobrudzha,2023-08-25,2023-09-24,0.3967,-0.4483,0.5681,-10.7971,-18.1337,15.0,-3.7,0.3,26.1,0.0,33.4,,0.0,0.38,2023-09-24T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,38,autumn,0.0,2.0,0,2,SAFE,MODERATE_RISK,0,0,2,0,0.9
silistra_dobrudzha,2023-09-24,2023-10-24,0.3793,-0.4485,0.5727,-10.6849,-18.4526,16.1,-5.5,0.0,11.7,0.0,31.1,,0.0,0.539,2023-10-24T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,43,autumn,0.0,2.0,0,2,SAFE,MODERATE_RISK,0,0,2,0,0.9
silistra_dobrudzha,2023-10-24,2023-11-23,0.3661,-0.4536,0.6225,-9.4367,-16.9129,31.1,10.9,40.0,62.1,0.0,13.9,,0.0,0.076,2023-11-23T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,47,autumn,1.0,0.0,1,0,LOW_RISK,SAFE,1,0,0,0,0.9
silistra_dobrudzha,2023-11-23,2023-12-23,0.3415,-0.4186,0.6707,-8.2325,-16.5099,36.7,-2.5,2.4,131.8,0.0,13.3,,0.0,0.048,2023-12-23T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,51,winter,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
silistra_dobrudzha,2024-01-01,2024-01-31,0.3193,-0.3699,0.6899,-7.7513,-15.976,32.4,0.6,8.7,38.4,0.0,7.8,,0.0,0.102,2024-01-31T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,5,winter,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
silistra_dobrudzha,2024-01-31,2024-03-01,0.3517,-0.4366,0.557,-11.0767,-18.1756,24.1,-0.2,0.0,3.4,0.0,21.6,,0.0,0.564,2024-03-01T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,9,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
silistra_dobrudzha,2024-03-01,2024-03-31,0.4507,-0.4545,0.6083,-9.7924,-17.0575,24.7,-2.4,8.6,35.0,0.0,28.4,,0.0,0.159,2024-03-31T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,13,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
silistra_dobrudzha,2024-03-31,2024-04-30,0.5928,-0.5604,0.6019,-9.9533,-16.9259,39.3,-0.9,13.2,60.1,0.0,21.6,,0.0,0.0,2024-04-30T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,18,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
silistra_dobrudzha,2024-04-30,2024-05-30,0.6545,-0.6057,0.609,-9.7746,-16.9805,33.4,8.3,10.8,63.1,0.0,24.8,,0.0,0.016,2024-05-30T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,22,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
silistra_dobrudzha,2024-05-30,2024-06-29,0.5794,-0.5787,0.6076,-9.8096,-16.4811,16.2,-3.7,0.0,31.8,0.0,31.5,,0.0,0.28,2024-06-29T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,26,summer,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
silistra_dobrudzha,2024-06-29,2024-07-29,0.4913,-0.5157,0.5991,-10.022,-16.867,23.5,-7.5,4.8,10.2,0.0,31.8,,0.0,0.45,2024-07-29T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,31,summer,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
silistra_dobrudzha,2024-07-29,2024-08-28,0.4001,-0.4538,0.5549,-11.1285,-17.9826,36.0,21.4,18.5,41.5,0.0,33.5,,0.0,0.022,2024-08-28T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,35,summer,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
silistra_dobrudzha,2024-08-28,2024-09-27,0.4259,-0.452,0.5865,-10.3377,-17.973,17.9,-8.9,0.0,73.8,0.0,29.5,,0.0,0.182,2024-09-27T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,39,autumn,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
silistra_dobrudzha,2024-09-27,2024-10-27,0.4884,-0.4997,0.5797,-10.5079,-18.4074,22.2,-5.7,0.0,74.1,0.0,19.1,,0.0,0.128,2024-10-27T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,43,autumn,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
silistra_dobrudzha,2024-10-27,2024-11-26,0.4388,-0.4999,0.7075,-7.3126,-15.7605,34.2,0.0,6.5,47.2,0.0,15.8,,0.0,0.013,2024-11-26T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,48,autumn,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
silistra_dobrudzha,2024-11-26,2024-12-26,0.4296,-0.509,0.6225,-9.4366,-17.0022,40.3,6.6,60.7,101.3,0.0,13.1,,0.0,0.009,2024-12-26T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,52,winter,1.0,0.0,1,0,LOW_RISK,SAFE,1,0,0,0,0.9
silistra_dobrudzha,2025-01-01,2025-01-31,0.433,-0.5016,0.713,-7.174,-13.9477,33.2,-2.2,3.0,15.0,0.0,18.4,,0.0,0.307,2025-01-31T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,5,winter,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
silistra_dobrudzha,2025-01-31,2025-03-02,0.3986,-0.1636,0.6396,-9.0097,-14.8732,41.9,9.5,4.1,37.1,0.0,9.3,,0.0,0.055,2025-03-02T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,9,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
silistra_dobrudzha,2025-03-02,2025-04-01,0.4566,-0.4828,0.5411,-11.472,-18.5826,42.9,7.8,18.8,27.2,0.0,18.8,,0.0,0.144,2025-04-01T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,14,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
silistra_dobrudzha,2025-04-01,2025-05-01,0.6104,-0.571,0.5896,-10.2602,-15.8656,21.2,-0.7,5.4,22.8,0.0,22.6,,0.0,0.332,2025-05-01T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,18,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
silistra_dobrudzha,2025-05-01,2025-05-31,0.6442,-0.5986,0.7003,-7.4859,-15.0118,28.8,7.1,28.0,62.1,0.0,22.4,,0.0,0.062,2025-05-31T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,22,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
silistra_dobrudzha,2025-05-31,2025-06-30,0.6328,-0.6027,0.615,-9.6261,-16.7925,17.7,2.9,4.8,7.7,0.0,35.0,,0.0,0.536,2025-06-30T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,27,summer,0.0,3.0,0,2,SAFE,MODERATE_RISK,0,0,3,0,0.9
silistra_dobrudzha,2025-06-30,2025-07-30,0.4639,-0.5015,0.5974,-10.0651,-17.5479,28.8,13.8,3.5,16.5,0.0,38.5,,0.0,0.326,2025-07-30T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,31,summer,0.0,3.0,0,2,SAFE,MODERATE_RISK,0,0,1,1,0.9
silistra_dobrudzha,2025-07-30,2025-08-29,0.3649,-0.4399,0.578,-10.5503,-18.1872,15.2,-11.4,4.9,16.5,0.0,31.0,,0.0,0.5,2025-08-29T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,35,summer,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
silistra_dobrudzha,2025-08-29,2025-09-28,0.3447,-0.4202,0.5655,-10.8638,-19.3225,19.5,-1.8,0.2,23.4,0.0,25.8,,0.0,0.389,2025-09-28T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,39,autumn,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
silistra_dobrudzha,2025-09-28,2025-10-28,0.3738,-0.4148,0.6167,-9.5816,-17.9809,38.9,1.2,9.1,177.5,0.0,22.7,,0.0,0.034,2025-10-28T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,44,autumn,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
silistra_dobrudzha,2025-10-28,2025-11-27,0.3987,-0.4399,0.682,-7.9497,-16.2243,38.3,-2.0,4.2,52.1,0.0,21.8,,0.0,0.023,2025-11-27T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,48,autumn,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
silistra_dobrudzha,2025-11-27,2025-12-27,0.465,-0.451,0.6901,-7.747,-14.489,38.2,-2.2,6.7,29.4,0.0,7.1,,0.0,0.119,2025-12-27T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,52,winter,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
silistra_dobrudzha,2026-01-01,2026-01-31,0.2997,-0.2395,0.7344,-6.6392,-13.93,40.2,-1.0,22.3,75.9,0.0,14.6,,0.0,0.067,2026-01-31T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,5,winter,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
silistra_dobrudzha,2026-01-31,2026-03-02,0.1595,-0.0246,0.7496,-6.2593,-14.7808,37.9,-3.3,10.5,129.6,0.0,11.4,,0.0,0.129,2026-03-02T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,10,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
silistra_dobrudzha,2026-03-02,2026-04-01,0.4415,-0.4707,0.6681,-8.2982,-15.0001,38.6,2.4,46.4,53.9,0.0,16.4,,0.0,0.004,2026-04-01T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,14,spring,1.0,0.0,1,0,LOW_RISK,SAFE,1,0,0,0,0.9
chirpan_stara_zagora,2023-05-27,2023-06-26,0.6583,-0.6192,0.6349,-9.1273,-15.6945,38.1,-1.8,21.0,76.8,0.0,31.0,,0.0,0.0,2023-06-26T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,26,summer,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
chirpan_stara_zagora,2023-06-26,2023-07-26,0.5122,-0.524,0.5944,-10.1407,-16.9296,25.6,-1.2,0.0,10.7,0.0,40.5,,0.0,0.424,2023-07-26T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,30,summer,0.0,4.0,0,3,SAFE,HIGH_RISK,0,0,2,1,0.9
chirpan_stara_zagora,2023-07-26,2023-08-25,0.3828,-0.4491,0.5544,-11.1398,-17.9408,27.7,-0.3,0.2,22.6,0.0,35.6,,0.0,0.299,2023-08-25T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,34,summer,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
chirpan_stara_zagora,2023-08-25,2023-09-24,0.333,-0.4124,0.5728,-10.6799,-18.6591,27.3,-3.7,0.0,42.9,0.0,33.2,,0.0,0.129,2023-09-24T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,38,autumn,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
chirpan_stara_zagora,2023-09-24,2023-10-24,0.3087,-0.3987,0.5404,-11.4894,-19.4815,30.3,-2.8,0.9,11.2,0.0,28.5,,0.0,0.434,2023-10-24T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,43,autumn,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
chirpan_stara_zagora,2023-10-24,2023-11-23,0.2931,-0.4232,0.5704,-10.739,-19.88,45.2,6.0,10.8,40.6,0.0,16.8,,0.0,0.07,2023-11-23T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,47,autumn,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
chirpan_stara_zagora,2023-11-23,2023-12-23,0.2731,-0.398,0.633,-9.1754,-17.5229,47.3,-2.4,0.1,78.3,0.0,11.9,,0.0,0.079,2023-12-23T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,51,winter,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
chirpan_stara_zagora,2024-01-01,2024-01-31,0.3156,-0.4456,0.6119,-9.7022,-18.3531,42.3,-4.0,2.3,44.9,0.0,12.6,,0.0,0.06,2024-01-31T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,5,winter,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
chirpan_stara_zagora,2024-01-31,2024-03-01,0.384,-0.4674,0.5221,-11.9472,-19.4621,38.6,-1.2,2.0,18.1,0.0,20.6,,0.0,0.276,2024-03-01T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,9,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
chirpan_stara_zagora,2024-03-01,2024-03-31,0.4905,-0.499,0.5194,-12.0155,-18.8447,34.8,-6.6,7.8,87.3,0.0,26.0,,0.0,0.002,2024-03-31T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,13,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
chirpan_stara_zagora,2024-03-31,2024-04-30,0.5766,-0.5657,0.5538,-11.1545,-17.9917,44.8,-1.2,25.0,57.9,0.0,22.2,,0.0,0.0,2024-04-30T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,18,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
chirpan_stara_zagora,2024-04-30,2024-05-30,0.7007,-0.6281,0.6264,-9.3398,-15.9539,31.1,-13.4,0.2,59.4,0.0,26.2,,0.0,0.039,2024-05-30T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,22,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
chirpan_stara_zagora,2024-05-30,2024-06-29,0.5481,-0.5543,0.5912,-10.2204,-17.1144,25.5,-2.2,0.0,37.9,0.0,32.6,,0.0,0.119,2024-06-29T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,26,summer,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
chirpan_stara_zagora,2024-06-29,2024-07-29,0.3679,-0.4281,0.571,-10.7246,-17.6125,31.5,-11.3,6.3,34.9,0.0,35.3,,0.0,0.129,2024-07-29T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,31,summer,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
chirpan_stara_zagora,2024-07-29,2024-08-28,0.3124,-0.4,0.5415,-11.4631,-18.9019,34.1,-6.3,4.1,12.7,0.0,34.0,,0.0,0.377,2024-08-28T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,35,summer,0.0,2.0,0,2,SAFE,MODERATE_RISK,0,0,2,0,0.9
chirpan_stara_zagora,2024-08-28,2024-09-27,0.3001,-0.3947,0.5347,-11.6313,-19.617,26.0,-7.0,0.0,46.4,0.0,31.0,,0.0,0.157,2024-09-27T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,39,autumn,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
chirpan_stara_zagora,2024-09-27,2024-10-27,0.3187,-0.4085,0.5281,-11.7983,-20.2354,29.4,-2.7,0.0,37.0,0.0,20.9,,0.0,0.148,2024-10-27T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,43,autumn,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
chirpan_stara_zagora,2024-10-27,2024-11-26,0.2445,-0.3536,0.5454,-11.3638,-19.641,38.5,-2.6,7.1,28.9,0.0,15.7,,0.0,0.216,2024-11-26T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,48,autumn,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
chirpan_stara_zagora,2025-01-01,2025-01-31,0.2406,-0.279,0.5274,-11.8156,-19.7998,42.0,-0.1,0.0,24.4,0.0,17.5,,0.0,0.269,2025-01-31T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,5,winter,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
chirpan_stara_zagora,2025-01-31,2025-03-02,0.3104,-0.3601,0.5255,-11.8633,-20.1825,45.8,5.0,6.6,26.0,0.0,11.2,,0.0,0.22,2025-03-02T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,9,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
chirpan_stara_zagora,2025-03-02,2025-04-01,0.4566,-0.5183,0.6112,-9.719,-16.7921,48.5,20.9,34.1,56.6,0.0,22.4,,0.0,0.0,2025-04-01T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,14,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
chirpan_stara_zagora,2025-04-01,2025-05-01,0.6233,-0.5884,0.4865,-12.8375,-19.7416,18.7,-6.0,14.3,70.8,0.0,23.2,,0.0,0.163,2025-05-01T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,18,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
chirpan_stara_zagora,2025-05-01,2025-05-31,0.7102,-0.6476,0.6183,-9.5422,-16.0201,33.9,-5.3,22.4,92.7,0.0,22.8,,0.0,0.011,2025-05-31T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,22,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
chirpan_stara_zagora,2025-05-31,2025-06-30,0.6207,-0.5987,0.5904,-10.2393,-16.762,32.7,11.7,25.2,28.3,0.0,37.6,,0.0,0.155,2025-06-30T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,27,summer,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
chirpan_stara_zagora,2025-06-30,2025-07-30,0.4158,-0.4705,0.5685,-10.7863,-17.742,19.8,0.0,0.3,2.7,0.0,38.7,,0.0,0.587,2025-07-30T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,31,summer,0.0,7.0,0,4,SAFE,VERY_HIGH_RISK,0,0,3,2,0.9
chirpan_stara_zagora,2025-07-30,2025-08-29,0.3483,-0.424,0.5304,-11.7388,-19.3337,18.8,-9.6,0.1,14.0,0.0,30.7,,0.0,0.5,2025-08-29T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,35,summer,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
chirpan_stara_zagora,2025-08-29,2025-09-28,0.3216,-0.4167,0.5324,-11.6903,-19.6515,22.1,2.6,1.8,15.6,0.0,29.2,,0.0,0.461,2025-09-28T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,39,autumn,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
chirpan_stara_zagora,2025-09-28,2025-10-28,0.3468,-0.4195,0.6722,-8.1951,-15.8643,46.7,3.5,15.3,151.0,0.0,21.8,,0.0,0.046,2025-10-28T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,44,autumn,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
chirpan_stara_zagora,2025-10-28,2025-11-27,0.3435,-0.372,0.5949,-10.1286,-17.7781,50.2,1.8,12.5,66.1,0.0,20.9,,0.0,0.047,2025-11-27T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,48,autumn,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
chirpan_stara_zagora,2025-11-27,2025-12-27,0.4799,-0.4625,0.66,-8.5002,-15.8711,48.2,0.7,48.0,90.2,0.0,10.4,,0.0,0.0,2025-12-27T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,52,winter,1.0,0.0,1,0,LOW_RISK,SAFE,1,0,0,0,0.9
chirpan_stara_zagora,2026-01-01,2026-01-31,0.5169,-0.5469,0.65,-8.7465,-17.0693,48.2,0.5,34.2,58.6,0.0,13.4,,0.0,0.0,2026-01-31T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,5,winter,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
chirpan_stara_zagora,2026-03-02,2026-04-01,0.4718,-0.4926,0.5936,-10.1577,-17.7848,49.2,7.3,26.9,40.1,0.0,17.7,,0.0,0.0,2026-04-01T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,14,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
yambol_elhovo,2023-04-27,2023-05-27,0.6831,-0.608,0.598,-10.0509,-16.6974,42.1,2.0,29.0,64.1,0.0,22.6,,0.0,0.0,2023-05-27T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,21,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
yambol_elhovo,2023-05-27,2023-06-26,0.7127,-0.6533,0.6398,-9.005,-15.6509,34.5,-1.4,14.1,59.9,0.0,33.5,,0.0,0.005,2023-06-26T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,26,summer,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
yambol_elhovo,2023-06-26,2023-07-26,0.5404,-0.5438,0.5945,-10.1387,-16.9257,25.6,-1.2,0.1,22.6,0.0,41.0,,0.0,0.29,2023-07-26T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,30,summer,0.0,3.0,0,2,SAFE,MODERATE_RISK,0,0,1,1,0.9
yambol_elhovo,2023-07-26,2023-08-25,0.4362,-0.4748,0.577,-10.5761,-17.7012,25.6,-1.2,3.6,19.9,0.0,35.9,,0.0,0.326,2023-08-25T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,34,summer,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
yambol_elhovo,2023-08-25,2023-09-24,0.4002,-0.4583,0.5517,-11.2066,-18.5854,26.6,-1.7,0.2,17.2,0.0,34.5,,0.0,0.363,2023-09-24T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,38,autumn,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
yambol_elhovo,2023-09-24,2023-10-24,0.3822,-0.4528,0.5459,-11.3536,-18.8175,28.8,-2.4,0.7,6.1,0.0,28.9,,0.0,0.474,2023-10-24T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,43,autumn,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
yambol_elhovo,2023-10-24,2023-11-23,0.3463,-0.4369,0.5953,-10.1169,-18.1085,43.8,1.0,22.6,59.1,0.0,18.1,,0.0,0.046,2023-11-23T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,47,autumn,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
yambol_elhovo,2023-11-23,2023-12-23,0.3745,-0.3582,0.6241,-9.3981,-16.9855,44.8,-4.1,0.9,120.9,0.0,12.6,,0.0,0.034,2023-12-23T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,51,winter,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
yambol_elhovo,2024-01-01,2024-01-31,0.4066,-0.3296,0.6022,-9.9459,-17.4915,40.3,-2.4,5.1,38.9,0.0,11.6,,0.0,0.032,2024-01-31T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,5,winter,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
yambol_elhovo,2024-01-31,2024-03-01,0.4265,-0.493,0.5583,-11.0434,-17.9662,32.8,-3.5,0.0,15.7,0.0,19.5,,0.0,0.306,2024-03-01T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,9,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
yambol_elhovo,2024-03-01,2024-03-31,0.516,-0.5147,0.6026,-9.9347,-16.7681,36.1,-5.2,7.0,42.0,0.0,24.9,,0.0,0.0,2024-03-31T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,13,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
yambol_elhovo,2024-03-31,2024-04-30,0.6291,-0.5967,0.5867,-10.3332,-16.8174,47.2,1.4,28.8,77.1,0.0,23.0,,0.0,0.0,2024-04-30T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,18,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
yambol_elhovo,2024-04-30,2024-05-30,0.7187,-0.647,0.5998,-10.0059,-16.5934,32.7,-10.7,3.5,52.6,0.0,26.4,,0.0,0.023,2024-05-30T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,22,spring,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
yambol_elhovo,2024-05-30,2024-06-29,0.5475,-0.5575,0.5779,-10.5525,-17.2516,26.6,0.5,0.0,11.8,0.0,31.6,,0.0,0.401,2024-06-29T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,26,summer,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
yambol_elhovo,2024-06-29,2024-07-29,0.4339,-0.4767,0.5792,-10.5194,-17.3878,25.7,-5.6,4.4,15.5,0.0,37.7,,0.0,0.376,2024-07-29T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,31,summer,0.0,1.0,0,1,SAFE,LOW_RISK,0,0,1,0,0.9
yambol_elhovo,2024-07-29,2024-08-28,0.3649,-0.431,0.5573,-11.0679,-18.3361,30.2,-0.3,3.5,9.6,0.0,36.1,,0.0,0.428,2024-08-28T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,35,summer,0.0,2.0,0,2,SAFE,MODERATE_RISK,0,0,2,0,0.9
yambol_elhovo,2024-08-28,2024-09-27,0.3606,-0.4271,0.6122,-9.6958,-17.6199,27.9,-10.8,0.0,67.0,0.0,29.9,,0.0,0.111,2024-09-27T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,39,autumn,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
yambol_elhovo,2024-09-27,2024-10-27,0.4416,-0.4693,0.5483,-11.2921,-19.1726,29.1,-2.9,0.0,61.4,0.0,20.0,,0.0,0.063,2024-10-27T23:59:59Z,Sentinel Hub Statistical API + OpenMeteo,43,autumn,0.0,0.0,0,0,SAFE,SAFE,0,0,0,0,0.9
