start_date,end_date,ndvi,soil_moisture_pct,s1_moisture,s1_vv_db,s1_vh_db,precip_mm_7d,precip_mm_30d,river_level_m,river_discharge_m3s,river_discharge_max_m3s,flood_extent_km2,temp_max_c,drought_index,data_timestamp,ndwi,soil_moisture_7d_delta,forecast_precip_24h_mm,source,week_of_year,soil_moisture_pct_z,soil_moisture_pct_seasonal,soil_moisture_pct_anomaly,soil_moisture_pct_anomaly_smooth,soil_moisture_pct_cumulative_effect,precip_mm_7d_z,precip_mm_7d_seasonal,precip_mm_7d_anomaly,precip_mm_7d_anomaly_smooth,precip_mm_7d_cumulative_effect,precip_mm_30d_z,precip_mm_30d_seasonal,precip_mm_30d_anomaly,precip_mm_30d_anomaly_smooth,precip_mm_30d_cumulative_effect,temp_max_c_z,temp_max_c_seasonal,temp_max_c_anomaly,temp_max_c_anomaly_smooth,temp_max_c_cumulative_effect,soil_moisture_7d_delta_z,soil_moisture_7d_delta_seasonal,soil_moisture_7d_delta_anomaly,soil_moisture_7d_delta_anomaly_smooth,soil_moisture_7d_delta_cumulative_effect,drought_index_z,drought_index_seasonal,drought_index_anomaly,drought_index_anomaly_smooth,drought_index_cumulative_effect,river_discharge_m3s_z,river_discharge_m3s_seasonal,river_discharge_m3s_anomaly,river_discharge_m3s_anomaly_smooth,river_discharge_m3s_cumulative_effect,river_discharge_max_m3s_z,river_discharge_max_m3s_seasonal,river_discharge_max_m3s_anomaly,river_discharge_max_m3s_anomaly_smooth,river_discharge_max_m3s_cumulative_effect,ndvi_minmax,ndvi_seasonal,ndvi_anomaly,ndwi_minmax,ndwi_seasonal,ndwi_anomaly,s1_moisture_minmax,s1_moisture_seasonal,s1_moisture_anomaly,s1_vv_db_minmax,s1_vv_db_seasonal,s1_vv_db_anomaly,s1_vh_db_minmax,s1_vh_db_seasonal,s1_vh_db_anomaly,flood_extent_km2_minmax,flood_extent_km2_seasonal,flood_extent_km2_anomaly
2025-04-07,2025-04-21,0.4433,31.3,0.7021,-7.4086,-13.9999,13.3,90.7,,,,0.0,23.5,0.04,2025-04-21T23:59:59Z,-0.4302,-3.4,0.0,Sentinel Hub Statistical API + OpenMeteo,17,0.6877,25.3714,5.9286,4.0354,7.9951,0.2737,12.15,1.15,-0.3867,-0.1877,1.4313,59.2571,31.4429,9.2676,-3.1587,0.0315,23.3571,0.1429,-0.7364,-1.2112,-0.3664,-2.1286,-1.2714,-0.6488,2.2985,-1.1363,0.1292,-0.0892,-0.0038,0.2532,,,,,,,,,,,0.6522,0.4373,0.006,0.2663,-0.4351,0.0049,0.0542,0.7234,-0.0213,0.0519,-6.8553,-0.5533,0.1162,-13.359,-0.6409,,0.0,0.0
2025-04-21,2025-05-05,0.5169,19.9,0.7041,-7.3607,-14.0424,0.0,32.3,,,,0.0,25.3,0.238,2025-05-05T23:59:59Z,-0.4923,-7.4,0.0,Sentinel Hub Statistical API + OpenMeteo,19,-0.6144,23.7867,-3.8867,2.0548,9.0905,-0.6926,11.8,-11.8,-3.24,-3.4052,-0.3389,57.2867,-24.9867,0.7041,-2.0756,0.2262,24.4,0.9,-0.3273,-1.3932,-0.9503,-1.8667,-5.5333,-1.8699,0.1528,-0.1129,0.15,0.088,0.0192,0.2421,,,,,,,,,,,0.7965,0.5024,0.0145,0.1534,-0.4794,-0.0129,0.0725,0.7324,-0.0283,0.0685,-6.632,-0.7287,0.1004,-13.2052,-0.8372,,0.0,0.0
2025-05-05,2025-05-19,0.5741,22.8,0.7344,-6.5898,-13.1343,12.5,33.3,,,,0.0,23.2,0.197,2025-05-19T23:59:59Z,-0.5236,-1.7,0.0,Sentinel Hub Statistical API + OpenMeteo,21,-0.2832,23.85,-1.05,1.2786,9.2782,0.2156,9.7286,2.7714,-1.7372,-4.7338,-0.3086,54.3786,-21.0786,-4.7416,-6.5681,-0.001,25.8857,-2.6857,-0.9169,-2.1429,-0.1182,-3.2857,1.5857,-1.006,-0.8716,-0.3248,0.163,0.034,0.0229,0.2359,,,,,,,,,,,0.9086,0.5398,0.0343,0.0965,-0.5081,-0.0155,0.3508,0.7397,-0.0053,0.3353,-6.4561,-0.1337,0.4388,-13.0748,-0.0595,,0.0,0.0
2025-05-19,2025-06-02,0.5608,30.1,0.7519,-6.147,-12.6932,13.1,98.3,,,,0.0,27.5,0.049,2025-06-02T23:59:59Z,-0.5309,-11.5,0.0,Sentinel Hub Statistical API + OpenMeteo,23,0.5506,24.7286,5.3714,2.3018,10.4666,0.2592,15.5357,-2.4357,-1.9118,-6.0775,1.6617,64.3286,33.9714,4.9366,-0.8433,0.4642,27.4857,0.0143,-0.6841,-2.5698,-1.5488,-2.3429,-9.1571,-3.0438,-3.8108,-1.0897,0.1479,-0.0989,-0.0076,0.2,,,,,,,,,,,0.8826,0.5691,-0.0083,0.0832,-0.5371,0.0062,0.5115,0.7506,0.0013,0.4886,-6.1797,0.0327,0.6032,-12.7781,0.0849,,0.0,0.0
2025-06-02,2025-06-16,0.5674,15.0,0.7442,-6.34,-12.7412,1.1,75.7,,,,0.0,28.0,0.2,2025-06-16T23:59:59Z,-0.5504,-0.9,0.0,Sentinel Hub Statistical API + OpenMeteo,25,-1.1741,22.7,-7.7,-0.1986,9.012,-0.6126,11.6929,-10.5929,-4.0821,-9.4303,0.9766,63.0429,12.6571,6.8668,6.1247,0.5183,30.3929,-2.3929,-1.1113,-3.3727,-0.0015,-2.7214,1.8214,-1.8275,-5.181,-0.3093,0.1842,0.0158,-0.0017,0.1743,,,,,,,,,,,0.8955,0.5667,0.0007,0.0478,-0.5419,-0.0085,0.4408,0.7487,-0.0045,0.4218,-6.2301,-0.1099,0.5853,-12.7867,0.0455,,0.0,0.0
2025-06-16,2025-06-30,0.5167,14.4,0.7329,-6.612,-13.3291,2.1,4.7,,,,0.0,35.2,0.603,2025-06-30T23:59:59Z,-0.5143,2.4,0.0,Sentinel Hub Statistical API + OpenMeteo,27,-1.2426,18.8733,-4.4733,-1.2673,6.6633,-0.54,9.0733,-6.9733,-4.8049,-13.1036,-1.1755,47.32,-42.62,-5.5049,-0.1152,1.2972,32.48,2.72,-0.1535,-3.1215,0.4803,-1.54,3.94,-0.3856,-4.9449,1.7736,0.2958,0.3072,0.0755,0.2289,,,,,,,,,,,0.7961,0.5436,-0.0269,0.1134,-0.5285,0.0142,0.337,0.7412,-0.0083,0.3276,-6.4179,-0.1941,0.3662,-12.9103,-0.4188,,0.0,0.0
2025-06-30,2025-07-14,0.4722,11.8,0.7266,-6.7562,-13.4954,1.0,3.3,,,,0.0,35.5,0.645,2025-07-14T23:59:59Z,-0.4812,-0.5,0.0,Sentinel Hub Statistical API + OpenMeteo,29,-1.5396,15.8,-4.0,-1.9505,3.9132,-0.6199,2.3267,-1.3267,-3.9353,-15.4664,-1.2179,24.86,-21.56,-9.5187,-9.6201,1.3297,35.3333,0.1667,-0.0734,-2.8203,0.0569,-1.8733,1.3733,0.0541,-4.2974,1.9907,0.4321,0.2129,0.1099,0.3113,,,,,,,,,,,0.7089,0.5051,-0.0329,0.1736,-0.503,0.0218,0.2792,0.7351,-0.0085,0.2777,-6.5677,-0.1885,0.3043,-13.0008,-0.4946,,0.0,0.0
2025-07-14,2025-07-28,0.4417,12.5,0.7271,-6.7275,-13.3646,1.7,13.9,,,,0.0,38.0,0.522,2025-07-28T23:59:59Z,-0.4589,3.6,0.0,Sentinel Hub Statistical API + OpenMeteo,31,-1.4596,15.0333,-2.5333,-2.0962,1.3474,-0.5691,1.8867,-0.1867,-2.9982,-16.6087,-0.8966,15.2533,-1.3533,-7.4773,-15.943,1.6002,35.6467,2.3533,0.5332,-1.9487,0.6554,-1.6733,5.2733,1.3589,-2.4228,1.355,0.4828,0.0392,0.0922,0.3662,,,,,,,,,,,0.6491,0.4779,-0.0362,0.2141,-0.4858,0.0269,0.2837,0.7307,-0.0036,0.2876,-6.6793,-0.0482,0.353,-13.1057,-0.2589,,0.0,0.0
2025-07-28,2025-08-11,0.4253,12.3,0.7194,-6.9515,-13.6761,0.0,11.5,,,,0.0,36.6,0.559,2025-08-11T23:59:59Z,-0.4452,2.8,0.0,Sentinel Hub Statistical API + OpenMeteo,33,-1.4824,16.7,-4.4,-2.6721,-1.4864,-0.6926,4.0533,-4.0533,-3.262,-17.8776,-0.9694,17.78,-6.28,-7.178,-21.2078,1.4487,35.2133,1.3867,0.7466,-0.9683,0.5387,-0.2067,3.0067,1.7709,-0.3612,1.5462,0.4446,0.1144,0.0977,0.4199,,,,,,,,,,,0.6169,0.4523,-0.027,0.239,-0.4689,0.0237,0.213,0.7296,-0.0102,0.2101,-6.7083,-0.2432,0.2369,-13.136,-0.5401,,0.0,0.0
2025-08-11,2025-08-25,0.4155,21.8,0.7596,-5.925,-12.6366,6.7,13.7,,,,0.0,33.3,0.443,2025-08-25T23:59:59Z,-0.4449,0.2,0.0,Sentinel Hub Statistical API + OpenMeteo,35,-0.3974,17.58,4.22,-0.9491,-2.2571,-0.2058,4.4467,2.2533,-1.8831,-17.6154,-0.9027,24.7733,-11.0733,-8.1518,-26.8147,1.0917,32.9,0.4,0.66,-0.1921,0.1591,-2.6067,2.8067,2.0298,1.712,0.9467,0.3904,0.0526,0.0865,0.456,,,,,,,,,,,0.5977,0.4337,-0.0182,0.2395,-0.4524,0.0075,0.5822,0.7261,0.0335,0.5654,-6.7985,0.8735,0.6243,-13.2493,0.6127,,0.0,0.0
2025-08-25,2025-09-08,0.4155,13.6,0.722,-6.8764,-13.3664,0.0,22.3,,,,0.0,32.9,0.428,2025-09-08T23:59:59Z,-0.4468,-13.4,0.0,Sentinel Hub Statistical API + OpenMeteo,37,-1.334,17.4267,-3.8267,-1.6685,-3.6548,-0.6926,3.9667,-3.9667,-2.404,-17.9056,-0.642,29.0267,-6.7267,-7.7956,-31.3925,1.0484,31.0733,1.8267,0.9516,0.7826,-1.8262,-3.7467,-9.6533,-0.891,0.6155,0.8691,0.3593,0.0687,0.082,0.4833,,,,,,,,,,,0.5977,0.4221,-0.0066,0.2361,-0.4431,-0.0037,0.2369,0.7227,-0.0007,0.2361,-6.8817,0.0053,0.3523,-13.3588,-0.0076,,0.0,0.0
2025-09-08,2025-09-22,0.4112,7.3,0.7099,-7.1436,-13.8767,0.1,20.2,,,,0.0,29.5,0.517,2025-09-22T23:59:59Z,-0.4479,-3.7,0.0,Sentinel Hub Statistical API + OpenMeteo,39,-2.0535,20.6,-13.3,-4.5764,-7.7926,-0.6853,8.58,-8.48,-3.923,-19.6799,-0.7057,34.98,-14.78,-9.5417,-37.1671,0.6806,27.6467,1.8533,1.1771,1.8658,-0.4102,-1.9267,-1.7733,-1.1115,-0.5698,1.3291,0.3076,0.2094,0.1139,0.5392,,,,,,,,,,,0.5893,0.4206,-0.0094,0.2341,-0.4454,-0.0025,0.1258,0.7223,-0.0124,0.1436,-6.8853,-0.2583,0.1622,-13.41,-0.4667,,0.0,0.0
2025-09-22,2025-10-06,0.4122,39.6,0.7767,-5.4099,-12.3359,58.8,75.0,,,,0.0,19.0,0.017,2025-10-06T23:59:59Z,-0.4547,25.8,0.0,Sentinel Hub Statistical API + OpenMeteo,41,1.6357,22.98,16.62,0.7227,-6.1348,3.5794,8.18,50.62,9.7127,-7.6056,0.9554,45.7333,29.2667,0.1604,-32.5467,-0.4554,25.14,-6.14,-0.6522,0.9897,3.8961,0.0933,25.7067,5.593,5.0916,-1.2551,0.2814,-0.2644,0.0193,0.4938,,,,,,,,,,,0.5913,0.425,-0.0128,0.2217,-0.455,0.0003,0.7392,0.7217,0.055,0.7437,-6.8984,1.4885,0.7364,-13.4844,1.1485,,0.0,0.0
2025-10-06,2025-10-20,0.4415,34.6,0.7216,-6.8502,-13.8305,3.0,160.0,,,,0.0,16.6,0.008,2025-10-20T23:59:59Z,-0.4733,1.7,0.0,Sentinel Hub Statistical API + OpenMeteo,43,1.0646,25.62,8.98,2.787,-2.6116,-0.4746,9.7333,-6.7333,5.6012,-1.0917,3.5319,51.2,108.8,27.3203,-1.3208,-0.715,23.3267,-6.7267,-2.1708,-1.2999,0.3781,1.82,-0.12,4.1648,8.6454,-1.3017,0.2769,-0.2689,-0.0528,0.3817,,,,,,,,,,,0.6487,0.4138,0.0277,0.1879,-0.4562,-0.0171,0.2332,0.7234,-0.0018,0.2452,-6.8552,0.005,0.1794,-13.4501,-0.3804,,0.0,0.0
2025-10-20,2025-11-03,0.4043,33.7,0.7353,-6.5221,-13.33,3.0,119.8,,,,0.0,20.8,0.033,2025-11-03T23:59:59Z,-0.448,-7.7,0.0,Sentinel Hub Statistical API + OpenMeteo,45,0.9618,25.8733,7.8267,4.047,1.7488,-0.4746,6.7,-3.7,3.2759,2.3152,2.3134,47.76,72.04,38.5002,37.3379,-0.2606,20.7667,0.0333,-1.6198,-2.7637,-0.9941,0.26,-7.96,1.1336,8.7415,-1.1724,0.2848,-0.2518,-0.1025,0.2334,,,,,,,,,,,0.5758,0.3902,0.0141,0.2339,-0.443,-0.005,0.359,0.7232,0.0121,0.3587,-6.8591,0.337,0.3659,-13.4389,0.1089,,0.0,0.0
2025-11-03,2025-11-17,0.3899,38.9,0.7442,-6.2985,-13.1045,13.9,51.8,,,,0.0,14.9,0.027,2025-11-17T23:59:59Z,-0.4361,-4.1,0.0,Sentinel Hub Statistical API + OpenMeteo,47,1.5557,29.2571,9.6429,5.4459,6.9848,0.3173,11.5071,2.3929,3.0552,5.0926,0.2522,42.1,9.7,31.3002,64.1576,-0.8989,17.8929,-2.9929,-1.9631,-4.3952,-0.4686,2.2143,-6.3143,-0.7284,6.9641,-1.2035,0.2418,-0.2148,-0.1306,0.0748,,,,,,,,,,,0.5475,0.3485,0.0414,0.2555,-0.4029,-0.0332,0.4408,0.7363,0.0079,0.4361,-6.5204,0.2219,0.4499,-13.1153,0.0108,,0.0,0.0
2025-11-17,2025-12-01,0.3473,39.9,0.7423,-6.3336,-12.9738,16.5,65.0,,,,0.0,18.0,0.046,2025-12-01T23:59:59Z,-0.3788,0.3,0.0,Sentinel Hub Statistical API + OpenMeteo,49,1.6699,33.6077,6.2923,5.6575,11.8042,0.5062,12.9308,3.5692,3.1837,7.6651,0.6523,49.6462,15.3538,27.3136,83.7723,-0.5636,13.4923,4.5077,-0.3454,-4.2131,0.1737,1.8231,-1.5231,-0.9271,5.2013,-1.1053,0.1457,-0.0997,-0.1229,-0.0571,,,,,,,,,,,0.464,0.327,0.0203,0.3597,-0.3846,0.0058,0.4233,0.7464,-0.0041,0.424,-6.2551,-0.0785,0.4986,-12.8892,-0.0846,,0.0,0.0
2025-12-01,2025-12-15,0.3762,38.6,0.7306,-6.6049,-13.3837,0.0,45.8,,,,0.0,12.0,0.033,2025-12-15T23:59:59Z,-0.4455,-1.0,0.0,Sentinel Hub Statistical API + OpenMeteo,51,1.5215,36.0875,2.5125,4.8713,15.259,-0.6926,13.4,-13.4,-0.9622,5.7831,0.0703,61.15,-15.35,16.6477,90.3673,-1.2127,11.9,0.1,-0.234,-3.9416,-0.0161,1.35,-2.35,-1.2828,3.2944,-1.1724,0.0935,-0.0605,-0.1073,-0.1575,,,,,,,,,,,0.5207,0.3099,0.0663,0.2385,-0.3619,-0.0836,0.3159,0.7571,-0.0265,0.3301,-5.977,-0.6279,0.3459,-12.6657,-0.718,,0.0,0.0
2025-12-29,2026-01-12,0.3229,38.4,0.7733,-5.473,-12.2046,23.3,60.3,,,,0.0,4.8,0.056,2026-01-12T23:59:59Z,-0.2644,-0.6,0.0,Sentinel Hub Statistical API + OpenMeteo,3,1.4986,34.2231,4.1769,4.6977,18.1256,1.0003,15.2923,8.0077,1.2802,6.3694,0.5098,50.4462,9.8538,14.9492,94.4724,-1.9916,10.7231,-5.9231,-1.6563,-5.1249,0.0423,-0.4692,-0.1308,-0.9948,1.9043,-1.0536,0.1991,-0.1431,-0.1162,-0.2548,,,,,,,,,,,0.4162,0.2951,0.0278,0.5676,-0.3388,0.0744,0.708,0.7465,0.0268,0.7218,-6.2418,0.7688,0.7853,-12.9933,0.7887,,0.0,0.0
2026-01-12,2026-01-26,0.2126,41.9,0.7467,-6.2191,-13.0146,8.6,42.5,,,,0.0,3.8,0.106,2026-01-26T23:59:59Z,-0.0597,4.6,0.0,Sentinel Hub Statistical API + OpenMeteo,5,1.8984,34.3167,7.5833,5.4191,21.3696,-0.0677,8.5583,0.0417,0.9706,6.5756,-0.0297,39.425,3.075,11.9807,95.1164,-2.0998,9.2833,-5.4833,-2.6131,-7.123,0.8014,-0.4333,5.0333,0.5122,2.1879,-0.7951,0.2438,-0.1378,-0.1216,-0.3458,,,,,,,,,,,0.2,0.2732,-0.0606,0.9397,-0.2942,0.2345,0.4637,0.7317,0.015,0.4636,-6.6309,0.4118,0.4834,-13.3526,0.338,,0.0,0.0
2026-02-09,2026-02-23,0.2394,40.6,0.7368,-6.4773,-13.5263,42.9,95.7,,,,0.0,11.9,0.094,2026-02-23T23:59:59Z,-0.237,1.4,0.0,Sentinel Hub Statistical API + OpenMeteo,9,1.7499,30.7273,9.8727,6.5325,25.3378,2.4243,7.4818,35.4182,9.5825,15.3691,1.5829,32.9636,62.7364,24.6696,108.3721,-1.2235,13.0727,-1.1727,-2.253,-8.5212,0.3343,-0.9,2.3,0.9592,2.8846,-0.8572,0.3016,-0.2076,-0.1431,-0.4474,,,,,,,,,,,0.2525,0.2642,-0.0248,0.6174,-0.3108,0.0738,0.3728,0.7255,0.0113,0.3742,-6.8011,0.3238,0.2927,-13.4854,-0.0409,,0.0,0.0
2026-03-09,2026-03-23,0.3133,33.2,0.7152,-7.0033,-13.4001,8.7,11.7,,,,0.0,13.9,0.397,2026-03-23T23:59:59Z,-0.3721,3.9,0.0,Sentinel Hub Statistical API + OpenMeteo,13,0.9047,29.3917,3.8083,5.8514,28.1486,-0.0605,10.675,-1.975,6.6931,20.2179,-0.9633,37.7167,-26.0167,11.998,107.3654,-1.0071,19.3667,-5.4667,-3.0564,-10.5551,0.6992,-0.0417,3.9417,1.7048,4.2432,0.7089,0.227,0.17,-0.0648,-0.4585,,,,,,,,,,,0.3974,0.3159,-0.0026,0.3719,-0.3658,-0.0063,0.1745,0.7212,-0.006,0.1922,-6.9115,-0.0918,0.3398,-13.3224,-0.0777,,0.0,0.0
2026-03-23,2026-04-06,0.3257,32.7,0.7352,-6.5056,-12.9274,15.3,65.4,,,,0.0,20.6,0.078,2026-04-06T23:59:59Z,-0.3542,-4.7,0.0,Sentinel Hub Statistical API + OpenMeteo,15,0.8476,28.3786,4.3214,5.4689,30.2397,0.419,13.8071,1.4929,5.3931,23.1848,0.6644,52.2214,13.1786,12.2932,106.7748,-0.2823,21.6214,-1.0214,-2.5476,-11.8361,-0.5562,-0.3143,-4.3857,0.1822,3.9163,-0.9399,0.1609,-0.0829,-0.0694,-0.4729,,,,,,,,,,,0.4217,0.3742,-0.0485,0.4044,-0.4014,0.0472,0.3581,0.7246,0.0106,0.3644,-6.8185,0.3129,0.5159,-13.2477,0.3203,,0.0,0.0
2026-04-06,2026-04-20,0.4334,15.1,0.7256,-6.7894,-13.0269,4.1,70.4,,,,0.0,20.8,0.206,2026-04-20T23:59:59Z,-0.4302,-8.4,0.0,Sentinel Hub Statistical API + OpenMeteo,17,-1.1626,25.3714,-10.2714,1.5338,28.1447,-0.3947,12.15,-8.05,2.0323,22.4349,0.816,59.2571,11.1429,12.0056,105.9674,-0.2606,23.3571,-2.5571,-2.55,-12.9657,-1.0963,-2.1286,-6.2714,-1.4312,2.0151,-0.2783,0.1292,0.0768,-0.0328,-0.449,,,,,,,,,,,0.6328,0.4373,-0.0039,0.2663,-0.4351,0.0049,0.27,0.7234,0.0022,0.2662,-6.8553,0.0659,0.4789,-13.359,0.3321,,0.0,0.0
