start_date,end_date,ndvi,soil_moisture_pct,s1_moisture,s1_vv_db,s1_vh_db,precip_mm_7d,precip_mm_30d,river_level_m,river_discharge_m3s,river_discharge_max_m3s,flood_extent_km2,temp_max_c,drought_index,data_timestamp,ndwi,soil_moisture_7d_delta,forecast_precip_24h_mm,source,week_of_year,soil_moisture_pct_z,soil_moisture_pct_seasonal,soil_moisture_pct_anomaly,soil_moisture_pct_anomaly_smooth,soil_moisture_pct_cumulative_effect,precip_mm_7d_z,precip_mm_7d_seasonal,precip_mm_7d_anomaly,precip_mm_7d_anomaly_smooth,precip_mm_7d_cumulative_effect,precip_mm_30d_z,precip_mm_30d_seasonal,precip_mm_30d_anomaly,precip_mm_30d_anomaly_smooth,precip_mm_30d_cumulative_effect,temp_max_c_z,temp_max_c_seasonal,temp_max_c_anomaly,temp_max_c_anomaly_smooth,temp_max_c_cumulative_effect,soil_moisture_7d_delta_z,soil_moisture_7d_delta_seasonal,soil_moisture_7d_delta_anomaly,soil_moisture_7d_delta_anomaly_smooth,soil_moisture_7d_delta_cumulative_effect,drought_index_z,drought_index_seasonal,drought_index_anomaly,drought_index_anomaly_smooth,drought_index_cumulative_effect,river_discharge_m3s_z,river_discharge_m3s_seasonal,river_discharge_m3s_anomaly,river_discharge_m3s_anomaly_smooth,river_discharge_m3s_cumulative_effect,river_discharge_max_m3s_z,river_discharge_max_m3s_seasonal,river_discharge_max_m3s_anomaly,river_discharge_max_m3s_anomaly_smooth,river_discharge_max_m3s_cumulative_effect,ndvi_minmax,ndvi_seasonal,ndvi_anomaly,ndwi_minmax,ndwi_seasonal,ndwi_anomaly,s1_moisture_minmax,s1_moisture_seasonal,s1_moisture_anomaly,s1_vv_db_minmax,s1_vv_db_seasonal,s1_vv_db_anomaly,s1_vh_db_minmax,s1_vh_db_seasonal,s1_vh_db_anomaly,flood_extent_km2_minmax,flood_extent_km2_seasonal,flood_extent_km2_anomaly
2021-04-26,2021-05-10,0.5079,17.1,0.729,-6.7349,-13.3419,1.0,53.5,,,,0.0,26.1,0.179,2021-05-10T23:59:59Z,-0.4712,-4.5,0.0,Sentinel Hub Statistical API + OpenMeteo,19,-0.9342,23.7867,-6.6867,-6.6867,-6.6867,-0.6199,11.8,-10.8,-10.8,-10.8,0.3037,57.2867,-3.7867,-3.7867,-3.7867,0.3127,24.4,1.7,1.7,1.7,-0.527,-1.8667,-2.6333,-2.6333,-2.6333,-0.4178,0.15,0.029,0.029,0.029,,,,,,,,,,,0.7789,0.5024,0.0055,0.1917,-0.4794,0.0082,0.3012,0.7324,-0.0034,0.2851,-6.632,-0.1029,0.3615,-13.2052,-0.1367,,0.0,0.0
2021-05-10,2021-05-24,0.5845,25.5,0.7408,-6.4401,-13.0323,20.2,72.8,,,,0.0,26.5,0.095,2021-05-24T23:59:59Z,-0.5378,-6.3,0.0,Sentinel Hub Statistical API + OpenMeteo,21,0.0252,23.85,1.65,-4.6025,-10.4868,0.775,9.7286,10.4714,-5.4822,-14.9862,0.8887,54.3786,18.4214,1.7653,-1.567,0.356,25.8857,0.6143,1.4286,2.9246,-0.7897,-3.2857,-3.0143,-2.7286,-5.0459,-0.852,0.163,-0.068,0.0048,0.0303,,,,,,,,,,,0.929,0.5398,0.0447,0.0707,-0.5081,-0.0297,0.4096,0.7397,0.0011,0.3871,-6.4561,0.016,0.4768,-13.0748,0.0425,,0.0,0.0
2021-06-07,2021-06-21,0.6207,33.7,0.7569,-6.0291,-12.7057,36.3,110.8,,,,0.0,26.8,0.013,2021-06-21T23:59:59Z,-0.5767,-2.5,0.0,Sentinel Hub Statistical API + OpenMeteo,25,0.9618,22.7,11.0,-0.7019,-9.9303,1.9447,11.6929,24.6071,2.0402,-11.1477,2.0406,63.0429,47.7571,13.2633,11.8843,0.3885,30.3929,-3.5929,0.1732,2.7468,-0.235,-2.7214,0.2214,-1.9911,-6.4315,-1.2758,0.1842,-0.1712,-0.0392,-0.0125,,,,,,,,,,,1.0,0.5667,0.054,0.0,-0.5419,-0.0348,0.5574,0.7487,0.0082,0.5294,-6.2301,0.201,0.5986,-12.7867,0.081,,0.0,0.0
2021-06-21,2021-07-05,0.5811,15.8,0.7484,-6.2457,-12.6445,6.9,61.8,,,,0.0,34.2,0.192,2021-07-05T23:59:59Z,-0.5556,-6.2,0.0,Sentinel Hub Statistical API + OpenMeteo,27,-1.0827,18.8733,-3.0733,-1.2947,-10.0333,-0.1913,9.0733,-2.1733,0.9868,-8.8231,0.5553,47.32,14.48,13.5675,24.0257,1.1891,32.48,1.72,0.5599,2.9771,-0.7751,-1.54,-4.66,-2.6583,-8.318,-0.3506,0.2958,-0.1038,-0.0554,-0.0664,,,,,,,,,,,0.9224,0.5436,0.0375,0.0383,-0.5285,-0.0271,0.4793,0.7412,0.0072,0.4544,-6.4179,0.1722,0.6214,-12.9103,0.2658,,0.0,0.0
2021-07-05,2021-07-19,0.5323,18.3,0.7421,-6.4015,-12.7904,3.6,16.8,,,,0.0,34.0,0.428,2021-07-19T23:59:59Z,-0.5233,2.7,0.0,Sentinel Hub Statistical API + OpenMeteo,29,-0.7971,15.8,2.5,-0.3461,-9.1754,-0.431,2.3267,1.2733,1.0584,-6.706,-0.8087,24.86,-8.06,8.1606,29.3032,1.1674,35.3333,-1.3333,0.0866,2.7065,0.5241,-1.8733,4.5733,-0.8504,-8.1703,0.8691,0.4321,-0.0041,-0.0426,-0.101,,,,,,,,,,,0.8267,0.5051,0.0272,0.0971,-0.503,-0.0203,0.4215,0.7351,0.007,0.4005,-6.5677,0.1662,0.567,-13.0008,0.2104,,0.0,0.0
2021-07-19,2021-08-02,0.5007,14.7,0.7391,-6.4727,-12.8945,0.4,6.0,,,,0.0,37.7,0.586,2021-08-02T23:59:59Z,-0.5079,-2.4,0.0,Sentinel Hub Statistical API + OpenMeteo,31,-1.2083,15.0333,-0.3333,-0.3429,-8.4173,-0.6635,1.8867,-1.4867,0.4221,-5.4791,-1.1361,15.2533,-9.2533,3.8071,29.5939,1.5677,35.6467,2.0533,0.5783,2.96,-0.2204,-1.6733,-0.7267,-0.8195,-8.0093,1.6858,0.4828,0.1032,-0.0061,-0.095,,,,,,,,,,,0.7648,0.4779,0.0228,0.125,-0.4858,-0.0221,0.3939,0.7307,0.0084,0.3758,-6.6793,0.2066,0.5282,-13.1057,0.2112,,0.0,0.0
2021-08-02,2021-08-16,0.4786,14.8,0.7323,-6.658,-13.1231,0.4,14.0,,,,0.0,34.6,0.494,2021-08-16T23:59:59Z,-0.4955,-1.1,0.0,Sentinel Hub Statistical API + OpenMeteo,33,-1.1969,16.7,-1.9,-0.7322,-8.1394,-0.6635,4.0533,-3.6533,-0.5967,-5.4183,-0.8936,17.78,-3.78,1.9103,27.953,1.2323,35.2133,-0.6133,0.2804,2.8852,-0.0307,-0.2067,-0.8933,-0.8379,-7.8861,1.2103,0.4446,0.0494,0.0078,-0.0758,,,,,,,,,,,0.7214,0.4523,0.0263,0.1476,-0.4689,-0.0266,0.3315,0.7296,0.0027,0.3117,-6.7083,0.0503,0.443,-13.136,0.0129,,0.0,0.0
2021-08-16,2021-08-30,0.4637,25.6,0.7229,-6.8914,-13.4933,18.0,29.9,,,,0.0,32.0,0.208,2021-08-30T23:59:59Z,-0.486,10.6,0.0,Sentinel Hub Statistical API + OpenMeteo,35,0.0366,17.58,8.02,1.4559,-5.7068,0.6152,4.4467,13.5533,2.9408,-1.8273,-0.4116,24.7733,5.1267,2.7144,27.313,0.9511,32.9,-0.9,-0.0147,2.5243,1.6773,-2.6067,13.2067,2.6732,-4.2666,-0.2679,0.3904,-0.1824,-0.0398,-0.1065,,,,,,,,,,,0.6922,0.4337,0.03,0.1648,-0.4524,-0.0336,0.2452,0.7261,-0.0032,0.2309,-6.7985,-0.0929,0.305,-13.2493,-0.244,,0.0,0.0
2021-08-30,2021-09-13,0.457,16.2,0.7179,-7.0099,-13.4459,0.0,20.6,,,,0.0,28.1,0.406,2021-09-13T23:59:59Z,-0.4748,-0.2,0.0,Sentinel Hub Statistical API + OpenMeteo,37,-1.037,17.4267,-1.2267,0.7852,-4.2368,-0.6926,3.9667,-3.9667,1.2139,-0.3942,-0.6935,29.0267,-8.4267,-0.0709,23.9646,0.5291,31.0733,-2.9733,-0.7544,1.467,0.1007,-3.7467,3.5467,2.8916,-0.863,0.7554,0.3593,0.0467,-0.0182,-0.1119,,,,,,,,,,,0.6791,0.4221,0.0349,0.1852,-0.4431,-0.0317,0.1993,0.7227,-0.0048,0.1899,-6.8817,-0.1282,0.3227,-13.3588,-0.0871,,0.0,0.0
2021-09-13,2021-09-27,0.4401,16.1,0.713,-7.1401,-13.5907,0.5,7.9,,,,0.0,27.1,0.555,2021-09-27T23:59:59Z,-0.4693,-4.1,0.0,Sentinel Hub Statistical API + OpenMeteo,39,-1.0484,20.6,-4.5,-0.5361,-4.2645,-0.6562,8.58,-8.08,-1.1096,-1.4565,-1.0785,34.98,-27.08,-6.8231,14.2657,0.4209,27.6467,-0.5467,-0.7024,0.5885,-0.4686,-1.9267,-2.1733,1.6254,0.866,1.5255,0.3076,0.2474,0.0482,-0.0503,,,,,,,,,,,0.646,0.4206,0.0195,0.1952,-0.4454,-0.0239,0.1543,0.7223,-0.0093,0.1448,-6.8853,-0.2548,0.2687,-13.41,-0.1807,,0.0,0.0
2021-09-27,2021-10-11,0.4339,36.9,0.7072,-7.2903,-13.7689,43.1,52.2,,,,0.0,20.0,0.007,2021-10-11T23:59:59Z,-0.474,19.6,0.0,Sentinel Hub Statistical API + OpenMeteo,41,1.3273,22.98,13.92,3.0779,-0.6748,2.4388,8.18,34.92,7.8978,6.6161,0.2643,45.7333,6.4667,-3.5007,9.0531,-0.3472,25.14,-5.14,-1.8118,-1.2939,2.9911,0.0933,19.5067,6.0957,6.8578,-1.3068,0.2814,-0.2744,-0.0324,-0.0767,,,,,,,,,,,0.6338,0.425,0.0089,0.1867,-0.455,-0.019,0.101,0.7217,-0.0145,0.0929,-6.8984,-0.3919,0.2023,-13.4844,-0.2845,,0.0,0.0
2021-10-11,2021-10-25,0.4338,34.1,0.7316,-6.6636,-13.5608,5.6,118.8,,,,0.0,21.0,0.016,2021-10-25T23:59:59Z,-0.4611,-3.8,0.0,Sentinel Hub Statistical API + OpenMeteo,43,1.0075,25.62,8.48,4.4285,3.8347,-0.2857,9.7333,-4.1333,4.89,10.7122,2.2831,51.2,67.6,14.2745,22.2412,-0.239,23.3267,-2.3267,-1.9406,-3.0792,-0.4248,1.82,-5.62,3.1668,9.2016,-1.2603,0.2769,-0.2609,-0.0895,-0.157,,,,,,,,,,,0.6336,0.4138,0.02,0.2101,-0.4562,-0.0049,0.3251,0.7234,0.0082,0.3098,-6.8552,0.1916,0.2799,-13.4501,-0.1107,,0.0,0.0
2021-10-25,2021-11-08,0.3893,28.9,0.7311,-6.6597,-13.2771,7.0,84.9,,,,0.0,22.9,0.088,2021-11-08T23:59:59Z,-0.4476,2.2,0.0,Sentinel Hub Statistical API + OpenMeteo,45,0.4136,25.8733,3.0267,4.078,7.4525,-0.184,6.7,0.3,3.7425,13.1692,1.2555,47.76,37.14,19.9909,39.5632,-0.0334,20.7667,2.1333,-0.9221,-3.6318,0.4511,0.26,1.94,2.8601,10.9575,-0.8882,0.2848,-0.1968,-0.1164,-0.2545,,,,,,,,,,,0.5464,0.3902,-0.0009,0.2346,-0.443,-0.0046,0.3205,0.7232,0.0079,0.3111,-6.8591,0.1994,0.3856,-13.4389,0.1618,,0.0,0.0
2021-11-08,2021-11-22,0.3128,26.0,0.7232,-6.8583,-13.3325,0.0,11.3,,,,0.0,15.6,0.474,2021-11-22T23:59:59Z,-0.3809,-2.6,0.0,Sentinel Hub Statistical API + OpenMeteo,47,0.0823,29.2571,-3.2571,2.2442,8.8024,-0.6926,11.5071,-11.5071,-0.0699,11.519,-0.9754,42.1,-30.8,7.2932,42.1088,-0.8232,17.8929,-2.2929,-1.2648,-4.4608,-0.2496,2.2143,-4.8143,0.9415,10.5841,1.1069,0.2418,0.2322,-0.0292,-0.2532,,,,,,,,,,,0.3964,0.3485,-0.0357,0.3559,-0.4029,0.022,0.2479,0.7363,-0.0131,0.2424,-6.5204,-0.3379,0.365,-13.1153,-0.2172,,0.0,0.0
2021-11-22,2021-12-06,0.1106,33.2,0.7446,-6.3434,-12.9127,11.1,22.3,,,,0.0,16.5,0.368,2021-12-06T23:59:59Z,-0.0265,1.9,0.0,Sentinel Hub Statistical API + OpenMeteo,49,0.9047,33.6077,-0.4077,1.5813,9.3274,0.1139,12.9308,-1.8308,-0.5101,9.6266,-0.642,49.6462,-27.3462,-1.3667,35.6891,-0.7258,13.4923,3.0077,-0.1967,-4.1222,0.4073,1.8231,0.0769,0.7253,10.0393,0.559,0.1457,0.2223,0.0337,-0.1891,,,,,,,,,,,0.0,0.327,-0.2164,1.0,-0.3846,0.3581,0.4444,0.7464,-0.0018,0.4206,-6.2551,-0.0883,0.5214,-12.8892,-0.0235,,0.0,0.0
2021-12-06,2021-12-20,0.3162,36.5,0.7484,-6.2392,-12.8388,7.7,69.3,,,,0.0,6.8,0.059,2021-12-20T23:59:59Z,-0.3761,-3.4,0.0,Sentinel Hub Statistical API + OpenMeteo,51,1.2816,36.0875,0.4125,1.2891,9.4972,-0.1331,13.4,-5.7,-1.8076,6.6638,0.7826,61.15,8.15,1.0125,32.4189,-1.7753,11.9,-5.1,-1.4225,-5.05,-0.3664,1.35,-4.75,-0.6435,8.1911,-1.0381,0.0935,-0.0345,0.0166,-0.1498,,,,,,,,,,,0.4031,0.3099,0.0063,0.3646,-0.3619,-0.0142,0.4793,0.7571,-0.0087,0.4567,-5.977,-0.2622,0.549,-12.6657,-0.1731,,0.0,0.0
2021-12-20,2022-01-03,0.3036,35.3,0.751,-6.1655,-12.9049,14.9,69.1,,,,0.0,14.5,0.065,2022-01-03T23:59:59Z,-0.3832,-2.1,0.0,Sentinel Hub Statistical API + OpenMeteo,1,1.1445,33.1667,2.1333,1.5001,9.8577,0.39,18.0556,-3.1556,-2.1446,3.7196,0.7766,57.4778,11.6222,3.6649,32.1935,-0.9422,11.7778,2.7222,-0.3863,-4.8303,-0.1766,-1.7556,-0.3444,-0.5687,6.6395,-1.007,0.1777,-0.1127,-0.0157,-0.1475,,,,,,,,,,,0.3784,0.3096,-0.006,0.3517,-0.3688,-0.0144,0.5032,0.7566,-0.0056,0.4822,-5.9801,-0.1854,0.5243,-12.7236,-0.1813,,0.0,0.0
2022-01-03,2022-01-17,0.2898,34.8,0.7869,-5.1786,-12.1234,3.2,31.5,,,,0.0,7.2,0.169,2022-01-17T23:59:59Z,-0.3551,-6.1,0.0,Sentinel Hub Statistical API + OpenMeteo,3,1.0874,34.2231,0.5769,1.2693,9.944,-0.4601,15.2923,-12.0923,-4.6315,-1.3583,-0.3631,50.4462,-18.9462,-1.9879,26.3424,-1.732,10.7231,-3.5231,-1.1705,-5.4212,-0.7605,-0.4692,-5.6308,-1.8342,4.0085,-0.4695,0.1991,-0.0301,-0.0193,-0.1491,,,,,,,,,,,0.3513,0.2951,-0.0053,0.4028,-0.3388,-0.0163,0.8329,0.7465,0.0404,0.8237,-6.2418,1.0632,0.8156,-12.9933,0.8699,,0.0,0.0
2022-01-17,2022-01-31,0.2862,31.2,0.7065,-7.2918,-14.1474,0.0,19.5,,,,0.0,10.9,0.341,2022-01-31T23:59:59Z,-0.3378,-1.8,0.0,Sentinel Hub Statistical API + OpenMeteo,5,0.6763,34.3167,-3.1167,0.1728,8.9236,-0.6926,8.5583,-8.5583,-5.6132,-6.8085,-0.7269,39.425,-19.925,-6.4721,16.7092,-1.3317,9.2833,1.6167,-0.4737,-5.2444,-0.1328,-0.4333,-1.3667,-1.7174,1.8101,0.4195,0.2438,0.0972,0.0098,-0.1214,,,,,,,,,,,0.3442,0.2732,0.013,0.4342,-0.2942,-0.0436,0.0946,0.7317,-0.0252,0.0923,-6.6309,-0.6609,0.0613,-13.3526,-0.7948,,0.0,0.0
2022-01-31,2022-02-14,0.2229,27.8,0.7194,-6.9741,-13.5758,0.2,12.5,,,,0.0,14.6,0.482,2022-02-14T23:59:59Z,-0.2878,-7.8,0.0,Sentinel Hub Statistical API + OpenMeteo,7,0.2879,33.3,-5.5,-1.2454,6.6073,-0.678,9.225,-9.025,-6.4662,-12.4577,-0.9391,35.6833,-23.1833,-10.6499,4.0542,-0.9314,10.7583,3.8417,0.6051,-4.0099,-1.0087,0.4917,-8.2917,-3.3609,-1.768,1.1482,0.2792,0.2028,0.0581,-0.0488,,,,,,,,,,,0.2202,0.2594,-0.0365,0.5251,-0.2894,0.0016,0.213,0.7257,-0.0063,0.2023,-6.7891,-0.185,0.2743,-13.5537,-0.0221,,0.0,0.0
2022-02-14,2022-02-28,0.2867,31.3,0.7821,-5.288,-12.1773,15.4,23.4,,,,0.0,10.1,0.296,2022-02-28T23:59:59Z,-0.3842,9.6,0.0,Sentinel Hub Statistical API + OpenMeteo,9,0.6877,30.7273,0.5727,-0.7909,5.0235,0.4263,7.4818,7.9182,-2.8701,-13.8328,-0.6087,32.9636,-9.5636,-10.3784,-6.8107,-1.4182,13.0727,-2.9727,-0.2893,-3.818,1.5313,-0.9,10.5,0.1043,-1.4515,0.1869,0.3016,-0.0056,0.0421,-0.0008,,,,,,,,,,,0.3452,0.2642,0.0225,0.3499,-0.3108,-0.0734,0.7888,0.7255,0.0566,0.7859,-6.8011,1.5131,0.7955,-13.4854,1.3081,,0.0,0.0
2022-02-28,2022-03-14,0.2614,28.0,0.7185,-7.0079,-13.5754,2.1,29.3,,,,0.0,7.9,0.274,2022-03-14T23:59:59Z,-0.3249,-1.9,0.0,Sentinel Hub Statistical API + OpenMeteo,11,0.3108,30.0538,-2.0538,-1.1066,3.3141,-0.54,10.2769,-8.1769,-4.1968,-16.3697,-0.4298,33.6538,-4.3538,-8.8722,-14.8656,-1.6562,16.3,-8.4,-2.317,-5.6769,-0.1474,1.0538,-2.9538,-0.6602,-1.9376,0.0732,0.2631,0.0109,0.0343,0.0336,,,,,,,,,,,0.2956,0.2979,-0.0365,0.4577,-0.3502,0.0253,0.2048,0.7271,-0.0086,0.1906,-6.7571,-0.2508,0.2744,-13.3218,-0.2536,,0.0,0.0
2022-03-14,2022-03-28,0.278,17.3,0.7129,-7.1393,-13.4353,0.0,25.6,,,,0.0,20.1,0.415,2022-03-28T23:59:59Z,-0.3414,-12.0,0.0,Sentinel Hub Statistical API + OpenMeteo,13,-0.9114,29.3917,-12.0917,-3.8529,-0.9365,-0.6926,10.675,-10.675,-5.8163,-20.2216,-0.542,37.7167,-12.1167,-9.6833,-22.765,-0.3364,19.3667,0.7333,-1.5544,-6.55,-1.6218,-0.0417,-11.9583,-3.4847,-5.1897,0.8019,0.227,0.188,0.0728,0.1024,,,,,,,,,,,0.3282,0.3159,-0.0379,0.4277,-0.3658,0.0244,0.1534,0.7212,-0.0083,0.1451,-6.9115,-0.2278,0.3267,-13.3224,-0.1129,,0.0,0.0
2022-03-28,2022-04-11,0.3456,33.4,0.709,-7.2323,-13.3799,31.5,40.4,,,,0.0,24.8,0.062,2022-04-11T23:59:59Z,-0.3956,9.2,0.0,Sentinel Hub Statistical API + OpenMeteo,15,0.9275,28.3786,5.0214,-1.6343,-2.4584,1.596,13.8071,17.6929,0.061,-17.734,-0.0934,52.2214,-11.8214,-10.2179,-30.2511,0.1721,21.6214,3.1786,-0.3712,-6.1352,1.4729,-0.3143,9.5143,-0.235,-4.802,-1.0226,0.1609,-0.0989,0.0298,0.1199,,,,,,,,,,,0.4607,0.3742,-0.0286,0.3292,-0.4014,0.0058,0.1175,0.7246,-0.0156,0.1129,-6.8185,-0.4138,0.3473,-13.2477,-0.1322,,0.0,0.0
2022-04-11,2022-04-25,0.4053,23.7,0.7164,-7.0527,-13.2415,11.0,61.9,,,,0.0,24.2,0.133,2022-04-25T23:59:59Z,-0.4317,-8.4,0.0,Sentinel Hub Statistical API + OpenMeteo,17,-0.1804,25.3714,-1.6714,-1.6436,-3.807,0.1066,12.15,-1.15,-0.2418,-15.8478,0.5583,59.2571,2.6429,-7.0027,-33.6237,0.1072,23.3571,0.8429,-0.0676,-5.4666,-1.0963,-2.1286,-6.2714,-1.7441,-5.9698,-0.6556,0.1292,0.0038,0.0233,0.1288,,,,,,,,,,,0.5777,0.4373,-0.032,0.2635,-0.4351,0.0034,0.1855,0.7234,-0.007,0.1751,-6.8553,-0.1974,0.3989,-13.359,0.1175,,0.0,0.0
2022-04-25,2022-05-09,0.4461,16.7,0.7127,-7.1466,-13.5902,0.5,57.8,,,,0.0,22.6,0.185,2022-05-09T23:59:59Z,-0.4427,-4.5,0.0,Sentinel Hub Statistical API + OpenMeteo,19,-0.9799,23.7867,-7.0867,-3.0044,-6.3546,-0.6562,11.8,-11.3,-3.0063,-16.9523,0.4341,57.2867,0.5133,-5.1237,-34.7126,-0.0659,24.4,-1.8,-0.5007,-5.3113,-0.527,-1.8667,-2.6333,-1.9664,-7.2199,-0.3868,0.15,0.035,0.0262,0.1395,,,,,,,,,,,0.6577,0.5024,-0.0563,0.2435,-0.4794,0.0367,0.1515,0.7324,-0.0197,0.1426,-6.632,-0.5146,0.2689,-13.2052,-0.385,,0.0,0.0
2022-05-09,2022-05-23,0.5708,15.9,0.7326,-6.6419,-13.0287,8.6,16.6,,,,0.0,28.4,0.454,2022-05-23T23:59:59Z,-0.5493,-0.2,0.0,Sentinel Hub Statistical API + OpenMeteo,21,-1.0713,23.85,-7.95,-4.2408,-9.8328,-0.0677,9.7286,-1.1286,-2.5369,-17.4549,-0.8148,54.3786,-37.7786,-13.2874,-43.8345,0.5616,25.8857,2.5143,0.253,-4.421,0.1007,-3.2857,3.0857,-0.7034,-7.0569,1.0035,0.163,0.291,0.0924,0.2152,,,,,,,,,,,0.9022,0.5398,0.031,0.0498,-0.5081,-0.0412,0.3343,0.7397,-0.0071,0.3173,-6.4561,-0.1858,0.4782,-13.0748,0.0461,,0.0,0.0
2022-05-23,2022-06-06,0.5759,17.3,0.7427,-6.3859,-12.8773,2.0,23.7,,,,0.0,30.5,0.36,2022-06-06T23:59:59Z,-0.5546,-12.8,0.0,Sentinel Hub Statistical API + OpenMeteo,23,-0.9114,24.7286,-7.4286,-5.0377,-13.6906,-0.5473,15.5357,-13.5357,-5.2866,-20.647,-0.5996,64.3286,-40.6286,-20.1227,-58.697,0.7888,27.4857,3.0143,0.9433,-2.9471,-1.7386,-2.3429,-10.4571,-3.1418,-9.3519,0.5177,0.1479,0.2121,0.1224,0.3118,,,,,,,,,,,0.9122,0.5691,0.0068,0.0402,-0.5371,-0.0175,0.427,0.7506,-0.0079,0.4059,-6.1797,-0.2062,0.5346,-12.7781,-0.0992,,0.0,0.0
2022-06-06,2022-06-20,0.5738,20.7,0.7403,-6.446,-13.0731,1.9,60.3,,,,0.0,28.3,0.143,2022-06-20T23:59:59Z,-0.5447,-13.8,0.0,Sentinel Hub Statistical API + OpenMeteo,25,-0.523,22.7,-2.0,-4.2783,-16.326,-0.5545,11.6929,-9.7929,-6.4132,-24.5825,0.5098,63.0429,-2.7429,-15.7778,-67.4312,0.5508,30.3929,-2.0929,0.1843,-2.4092,-1.8846,-2.7214,-11.0786,-5.126,-13.3556,-0.6039,0.1842,-0.0412,0.0815,0.3559,,,,,,,,,,,0.9081,0.5667,0.0071,0.0582,-0.5419,-0.0028,0.405,0.7487,-0.0084,0.3851,-6.2301,-0.2159,0.4616,-12.7867,-0.2864,,0.0,0.0
2022-06-20,2022-07-04,0.5365,20.8,0.7365,-6.5448,-12.9603,0.4,64.2,,,,0.0,32.6,0.142,2022-07-04T23:59:59Z,-0.5205,-4.5,0.0,Sentinel Hub Statistical API + OpenMeteo,27,-0.5116,18.8733,1.9267,-2.727,-17.0939,-0.6635,9.0733,-8.6733,-6.9782,-28.6108,0.6281,47.32,16.88,-7.6133,-66.9527,1.016,32.48,0.12,0.1682,-1.9519,-0.527,-1.54,-2.96,-4.5845,-16.3375,-0.6091,0.2958,-0.1538,0.0226,0.3358,,,,,,,,,,,0.8349,0.5436,-0.0071,0.1021,-0.5285,0.008,0.3701,0.7412,-0.0047,0.3509,-6.4179,-0.1269,0.5037,-12.9103,-0.05,,0.0,0.0
2022-07-04,2022-07-18,0.5329,15.6,0.7284,-6.7426,-13.248,0.0,20.0,,,,0.0,32.5,0.419,2022-07-18T23:59:59Z,-0.5272,-2.8,0.0,Sentinel Hub Statistical API + OpenMeteo,29,-1.1055,15.8,-0.2,-2.0953,-17.1379,-0.6926,2.3267,-2.3267,-5.8153,-30.9928,-0.7117,24.86,-4.86,-6.925,-65.8434,1.0051,35.3333,-2.8333,-0.5822,-2.2999,-0.2788,-1.8733,-0.9267,-3.6701,-18.0471,0.8226,0.4321,-0.0131,0.0137,0.3092,,,,,,,,,,,0.8279,0.5051,0.0278,0.09,-0.503,-0.0242,0.2957,0.7351,-0.0067,0.2824,-6.5677,-0.1749,0.3965,-13.0008,-0.2472,,0.0,0.0
2022-07-18,2022-08-01,0.4815,14.0,0.7258,-6.8071,-13.0455,0.1,3.2,,,,0.0,35.8,0.624,2022-08-01T23:59:59Z,-0.4877,-0.2,0.0,Sentinel Hub Statistical API + OpenMeteo,31,-1.2883,15.0333,-1.0333,-1.8298,-16.9112,-0.6853,1.8867,-1.7867,-4.8082,-32.0819,-1.221,15.2533,-12.0533,-8.2071,-66.1493,1.3622,35.6467,0.1533,-0.3983,-2.4222,0.1007,-1.6733,1.4733,-2.3842,-18.2656,1.8822,0.4828,0.1412,0.0456,0.3177,,,,,,,,,,,0.7271,0.4779,0.0036,0.1618,-0.4858,-0.0019,0.2718,0.7307,-0.0049,0.2601,-6.6793,-0.1278,0.4719,-13.1057,0.0602,,0.0,0.0
2022-08-01,2022-08-15,0.4609,25.0,0.7141,-7.1048,-13.548,2.5,3.7,,,,0.0,33.0,0.508,2022-08-15T23:59:59Z,-0.4753,8.4,0.0,Sentinel Hub Statistical API + OpenMeteo,33,-0.0319,16.7,8.3,0.7027,-14.1791,-0.5109,4.0533,-1.5533,-3.9945,-32.2266,-1.2058,17.78,-14.08,-9.6753,-67.8867,1.0592,35.2133,-2.2133,-0.852,-2.9835,1.3561,-0.2067,8.6067,0.3635,-15.7102,1.2826,0.4446,0.0634,0.05,0.3295,,,,,,,,,,,0.6867,0.4523,0.0086,0.1843,-0.4689,-0.0064,0.1644,0.7296,-0.0155,0.1571,-6.7083,-0.3965,0.2846,-13.136,-0.412,,0.0,0.0
2022-08-15,2022-08-29,0.4337,16.2,0.7167,-7.0421,-13.4302,8.7,25.3,,,,0.0,33.8,0.361,2022-08-29T23:59:59Z,-0.4512,-4.2,0.0,Sentinel Hub Statistical API + OpenMeteo,35,-1.037,17.58,-1.38,0.182,-12.2956,-0.0605,4.4467,4.2533,-1.9325,-30.2919,-0.5511,24.7733,0.5267,-7.1248,-66.8651,1.1458,32.9,0.9,-0.414,-3.0395,-0.4832,-2.6067,-1.5933,-0.1257,-13.9507,0.5228,0.3904,-0.0294,0.0302,0.3202,,,,,,,,,,,0.6334,0.4337,0.0,0.2281,-0.4524,0.0012,0.1882,0.7261,-0.0094,0.1788,-6.7985,-0.2436,0.3286,-13.2493,-0.1809,,0.0,0.0
